Term,CourseID,Subject,MaxUnits,TotalCapacity,EnrlTotal,TotalSections
2172,114902,MATSCI,8,12,0,1
2178,114902,MATSCI,8,100,0,1
2182,114902,MATSCI,8,12,0,1
2168,114905,MATSCI,4,10,6,1
2172,114905,MATSCI,4,12,6,1
2175,114905,MATSCI,4,10,0,1
2178,114905,MATSCI,4,10,8,1
2182,114905,MATSCI,4,12,6,1
2185,114905,MATSCI,4,10,0,1
2175,114906,MATSCI,6,5,0,1
2185,114906,MATSCI,6,5,0,1
2175,114907,MATSCI,6,5,0,1
2185,114907,MATSCI,6,5,0,1
2168,114912,MBA,1,119,251,4
2178,114912,MBA,1,399,283,4
2168,114913,MBA,1,0,0,4
2172,114913,MBA,1,999,0,1
2178,114913,MBA,1,399,114,4
2182,114913,MBA,1,399,282,4
2168,114914,MBA,2,256,224,4
2178,114914,MBA,2,399,254,4
2168,114915,MBA,2,320,244,5
2178,114915,MBA,2,499,268,5
2172,114916,MBA,2,320,184,5
2182,114916,MBA,2,499,197,5
2168,114917,MBA,2,256,206,4
2178,114917,MBA,2,399,231,4
2168,114918,MBA,2,299,235,5
2178,114918,MBA,2,499,259,5
2172,114919,MBA,2,256,241,4
2182,114919,MBA,2,399,277,4
2168,114920,MBA,2,256,251,4
2178,114920,MBA,2,399,283,4
2168,114922,MBA,2,252,237,4
2178,114922,MBA,2,399,278,4
2172,114923,MBA,1,256,249,4
2182,114923,MBA,1,399,282,4
2168,114924,MBA,3,130,114,1
2172,114924,MBA,3,299,71,1
2178,114924,MBA,3,130,99,1
2182,114924,MBA,3,120,82,1
2168,114925,MBA,3,62,0,1
2178,114925,MBA,3,999,0,1
2168,114926,MBA,3,62,0,1
2172,114926,MBA,3,0,0,1
2178,114926,MBA,3,999,0,1
2182,114926,MBA,3,999,28,1
2172,114927,MBA,3,62,46,1
2182,114927,MBA,3,999,60,1
2168,114928,MBA,3,32,32,1
2178,114928,MBA,3,999,23,1
2168,114930,MBA,3,31,20,1
2172,114930,MBA,3,0,0,1
2178,114930,MBA,3,999,0,1
2182,114930,MBA,3,999,0,1
2168,114931,MBA,3,84,27,2
2172,114931,MBA,3,199,54,3
2178,114931,MBA,3,199,16,2
2182,114931,MBA,3,499,73,5
2172,114932,MBA,3,10,0,1
2182,114932,MBA,3,999,0,1
2168,114934,MBA,3,109,108,2
2178,114934,MBA,3,199,74,2
2182,114934,MBA,3,999,21,1
2168,114935,MBA,3,16,16,1
2172,114935,MBA,3,62,0,2
2178,114935,MBA,3,999,0,1
2182,114935,MBA,3,199,0,2
2168,114936,MBA,2,62,0,1
2172,114936,MBA,2,78,26,2
2178,114936,MBA,2,999,0,1
2182,114936,MBA,2,199,34,2
2168,114940,MBA,3,62,0,1
2172,114940,MBA,3,124,77,2
2178,114940,MBA,3,999,0,1
2182,114940,MBA,3,199,115,2
2172,114941,MBA,3,31,0,1
2182,114941,MBA,3,999,0,1
2172,114942,MBA,3,31,0,1
2182,114942,MBA,3,999,0,1
2168,114946,MBA,2,62,30,1
2178,114946,MBA,2,999,34,1
2168,114948,MBA,3,47,0,1
2178,114948,MBA,3,999,0,1
2172,114949,MBA,2,47,34,1
2182,114949,MBA,2,999,26,1
2172,114950,MBA,3,94,0,3
2182,114950,MBA,3,299,0,3
2168,114951,MBA,2,62,62,2
2172,114951,MBA,2,109,136,4
2178,114951,MBA,2,206,72,4
2182,114951,MBA,2,399,72,4
2172,114952,MBA,2,62,27,2
2182,114952,MBA,2,199,71,2
2172,114953,MBA,3,106,83,2
2182,114953,MBA,3,199,114,2
2168,114954,MBA,3,107,47,5
2172,114954,MBA,3,215,85,6
2178,114954,MBA,3,606,4,10
2182,114954,MBA,3,599,54,6
2168,114955,MBA,2,62,0,1
2172,114955,MBA,2,999,19,2
2178,114955,MBA,2,999,0,1
2182,114955,MBA,2,299,26,3
2172,114957,MBA,3,31,0,1
2182,114957,MBA,3,999,0,1
2168,114963,MBA,3,56,31,2
2172,114963,MBA,3,94,23,3
2178,114963,MBA,3,202,38,3
2182,114963,MBA,3,299,34,3
2168,114966,MBA,3,0,0,1
2178,114966,MBA,3,999,0,1
2168,114969,MBA,3,214,104,5
2172,114969,MBA,3,124,121,4
2178,114969,MBA,3,499,125,5
2182,114969,MBA,3,399,105,4
2168,114971,MBA,3,124,113,2
2172,114971,MBA,3,124,19,2
2178,114971,MBA,3,199,124,2
2182,114971,MBA,3,199,123,2
2168,114972,MBA,3,31,29,1
2178,114972,MBA,3,103,46,2
2168,114973,MBA,3,16,14,1
2178,114973,MBA,3,999,12,1
2168,114974,MBA,3,43,34,2
2172,114974,MBA,3,124,107,2
2178,114974,MBA,3,403,65,6
2182,114974,MBA,3,399,46,4
2172,114976,MBA,3,199,37,2
2182,114976,MBA,3,199,51,2
2168,114977,MBA,3,103,95,2
2172,114977,MBA,3,78,0,2
2178,114977,MBA,3,203,45,3
2182,114977,MBA,3,199,0,2
2172,114978,MBA,3,62,21,1
2182,114978,MBA,3,999,22,1
2172,114979,MBA,3,106,72,2
2182,114979,MBA,3,199,88,2
2172,114981,MBA,3,31,0,1
2182,114981,MBA,3,999,0,1
2172,114982,MBA,2,999,0,1
2182,114982,MBA,2,999,0,1
2168,114984,MBA,3,62,14,3
2172,114984,MBA,3,62,18,2
2178,114984,MBA,3,299,0,3
2182,114984,MBA,3,199,41,2
2168,114986,MBA,3,0,0,1
2172,114986,MBA,3,2,0,1
2178,114986,MBA,3,999,0,1
2182,114986,MBA,3,999,0,1
2168,114987,MBA,3,0,0,1
2178,114987,MBA,3,999,0,1
2168,114988,MBA,3,62,0,1
2172,114988,MBA,3,47,0,1
2178,114988,MBA,3,999,51,1
2182,114988,MBA,3,999,0,1
2172,114989,MBA,3,62,39,1
2182,114989,MBA,3,999,19,1
2172,114992,MBA,3,31,22,1
2182,114992,MBA,3,999,0,1
2172,114994,MBA,3,186,42,3
2182,114994,MBA,3,299,39,3
2172,114998,MBA,3,999,24,1
2182,114998,MBA,3,999,27,1
2168,114999,MBA,3,34,25,1
2178,114999,MBA,3,999,23,1
2168,115000,MBA,3,34,10,1
2172,115000,MBA,3,0,0,1
2178,115000,MBA,3,999,8,1
2182,115000,MBA,3,999,0,1
2172,115001,MBA,3,31,0,1
2182,115001,MBA,3,999,0,1
2172,115002,MBA,3,10,10,1
2182,115002,MBA,3,10,4,1
2172,115004,MBA,3,1,0,1
2182,115004,MBA,3,999,0,1
2168,115009,MBA,3,62,62,1
2178,115009,MBA,3,999,63,1
2168,115011,MBA,3,14,9,1
2172,115011,MBA,3,25,21,1
2178,115011,MBA,3,999,16,1
2182,115011,MBA,3,999,27,1
2172,115013,MBA,2,62,33,1
2182,115013,MBA,2,999,0,1
2168,115015,MBA,3,999,0,1
2178,115015,MBA,3,999,0,1
2168,115017,MBA,2,31,30,1
2178,115017,MBA,2,103,55,2
2182,115019,MBA,3,999,0,1
2168,115020,MBA,3,30,23,3
2172,115020,MBA,3,85,19,3
2178,115020,MBA,3,299,14,3
2182,115020,MBA,3,499,121,5
2168,115025,MBA,1,26,25,1
2178,115025,MBA,1,999,19,1
2168,115028,MBA,1,23,23,1
2172,115028,MBA,1,46,46,2
2178,115028,MBA,1,199,52,2
2182,115028,MBA,1,199,52,2
2168,115029,MBA,3,74,72,2
2172,115029,MBA,3,131,69,4
2178,115029,MBA,3,203,28,3
2182,115029,MBA,3,399,70,4
2168,115030,MBA,3,0,0,1
2172,115030,MBA,3,999,16,1
2178,115030,MBA,3,999,0,1
2182,115030,MBA,3,999,13,1
2168,115031,MBA,1,15,12,1
2172,115031,MBA,1,999,12,1
2178,115031,MBA,1,999,15,1
2182,115031,MBA,1,999,8,1
2172,115032,MBA,3,30,28,1
2182,115032,MBA,3,999,27,1
2172,115033,MBA,1,999,22,1
2182,115033,MBA,1,999,26,1
2168,115034,MBA,1,62,0,1
2172,115034,MBA,1,199,20,2
2178,115034,MBA,1,999,0,1
2182,115034,MBA,1,199,22,2
2168,115035,MBA,2,15,12,1
2172,115035,MBA,2,31,13,1
2178,115035,MBA,2,999,11,1
2182,115035,MBA,2,999,13,1
2168,115037,MBA,3,156,85,7
2172,115037,MBA,3,110,31,4
2178,115037,MBA,3,714,66,14
2182,115037,MBA,3,399,15,4
2168,115040,MBA,3,0,0,1
2172,115040,MBA,3,25,23,1
2178,115040,MBA,3,999,0,1
2182,115040,MBA,3,999,20,1
2168,115041,MBA,3,116,80,6
2172,115041,MBA,3,113,96,6
2178,115041,MBA,3,602,101,7
2182,115041,MBA,3,599,127,6
2168,115042,MBA,5,260,57,32
2172,115042,MBA,5,589,148,77
2175,115042,MBA,5,54,0,2
2178,115042,MBA,5,260,108,41
2182,115042,MBA,5,406,148,77
2185,115042,MBA,5,54,0,2
2168,115043,MBA,0,999,12,1
2172,115043,MBA,0,999,10,1
2175,115043,MBA,0,75,59,1
2178,115043,MBA,0,999,4,1
2182,115043,MBA,0,999,5,1
2185,115043,MBA,0,75,44,1
2168,115044,MBA,1,196,580,23
2172,115044,MBA,1,235,189,10
2178,115044,MBA,1,241,606,30
2182,115044,MBA,1,424,128,10
2168,115045,MBA,3,36,24,1
2172,115045,MBA,3,124,76,2
2178,115045,MBA,3,999,16,1
2182,115045,MBA,3,199,99,2
2168,115046,MBA,3,31,31,1
2178,115046,MBA,3,999,44,1
2172,115047,MBA,3,62,0,1
2182,115047,MBA,3,999,38,1
2168,115049,MBA,2,0,0,1
2178,115049,MBA,2,999,0,1
2172,115050,MBA,2,62,22,1
2182,115050,MBA,2,999,8,1
2168,115053,MBA,4,31,0,1
2172,115053,MBA,4,31,0,1
2178,115053,MBA,4,999,0,1
2182,115053,MBA,4,999,0,1
2168,115055,MBA,2,51,41,1
2178,115055,MBA,2,999,31,1
2168,115056,MBA,3,95,60,2
2172,115056,MBA,3,156,52,5
2178,115056,MBA,3,304,124,4
2182,115056,MBA,3,499,16,5
2168,115057,MBA,3,78,52,3
2172,115057,MBA,3,290,315,17
2178,115057,MBA,3,307,73,5
2182,115057,MBA,3,134,330,16
2168,115058,MBA,3,62,50,1
2178,115058,MBA,3,999,36,1
2172,115059,MBA,2,31,31,1
2182,115059,MBA,2,999,0,1
2172,115060,MBA,2,62,47,1
2182,115060,MBA,2,999,27,1
2172,115062,MBA,2,92,64,5
2182,115062,MBA,2,499,63,5
2168,115063,MBA,1,63,63,1
2172,115063,MBA,1,999,0,1
2178,115063,MBA,1,999,64,1
2182,115063,MBA,1,999,0,1
2168,115065,MBA,15,20,15,1
2178,115065,MBA,15,999,9,1
2172,115066,MBA,2,256,249,4
2182,115066,MBA,2,399,282,4
2172,115067,MBA,3,31,11,1
2182,115067,MBA,3,999,0,1
2168,115068,MBA,3,47,0,1
2172,115068,MBA,3,47,0,1
2178,115068,MBA,3,999,0,1
2182,115068,MBA,3,999,0,1
2168,115070,MBA,3,47,45,1
2178,115070,MBA,3,999,56,1
2168,115074,MBA,0.5,62,55,1
2172,115074,MBA,0.5,60,30,1
2178,115074,MBA,0.5,999,45,1
2182,115074,MBA,0.5,999,35,1
2172,115075,MBA,3,60,54,1
2182,115075,MBA,3,999,0,1
2168,115076,MBA,2,0,0,2
2178,115076,MBA,2,199,0,2
2172,115078,MCELLBI,4,79,77,1
2182,115078,MCELLBI,4,75,80,1
2168,115079,MCELLBI,4,408,346,1
2172,115079,MCELLBI,4,408,333,1
2175,115079,MCELLBI,4,225,219,1
2178,115079,MCELLBI,4,360,351,1
2182,115079,MCELLBI,4,392,340,1
2185,115079,MCELLBI,4,207,207,1
2168,115081,MCELLBI,4,250,200,1
2172,115081,MCELLBI,4,297,293,1
2178,115081,MCELLBI,4,240,202,1
2182,115081,MCELLBI,4,295,283,1
2185,115081,MCELLBI,4,0,0,1
2168,115083,MCELLBI,4,120,102,1
2172,115083,MCELLBI,4,128,103,1
2178,115083,MCELLBI,4,120,104,1
2182,115083,MCELLBI,4,136,128,1
2168,115093,MCELLBI,1,30,19,1
2172,115093,MCELLBI,1,30,26,1
2178,115093,MCELLBI,1,30,21,1
2182,115093,MCELLBI,1,30,14,1
2172,115111,MCELLBI,4,60,55,1
2182,115111,MCELLBI,4,60,44,1
2168,115114,MCELLBI,4,112,98,1
2178,115114,MCELLBI,4,120,105,1
2168,115116,MCELLBI,4,40,25,1
2172,115116,MCELLBI,4,92,94,1
2178,115116,MCELLBI,4,72,60,1
2182,115116,MCELLBI,4,96,92,1
2168,115119,MCELLBI,3,142,139,1
2178,115119,MCELLBI,3,139,125,1
2168,115130,MCELLBI,4,192,191,1
2178,115130,MCELLBI,4,250,238,1
2168,115135,MCELLBI,4,79,71,1
2172,115135,MCELLBI,4,112,110,1
2178,115135,MCELLBI,4,79,72,1
2182,115135,MCELLBI,4,115,109,1
2172,115136,MCELLBI,4,72,54,1
2182,115136,MCELLBI,4,59,58,1
2172,115137,MCELLBI,4,79,75,1
2182,115137,MCELLBI,4,100,80,1
2168,115139,MCELLBI,3,30,15,1
2178,115139,MCELLBI,3,0,0,1
2182,115140,MCELLBI,3,70,53,1
2172,115141,MCELLBI,2,140,83,1
2182,115141,MCELLBI,2,80,59,1
2168,115142,MCELLBI,4,102,93,1
2172,115142,MCELLBI,4,129,128,1
2178,115142,MCELLBI,4,100,91,1
2182,115142,MCELLBI,4,180,164,1
2168,115143,MCELLBI,4,32,32,1
2172,115143,MCELLBI,4,64,64,2
2178,115143,MCELLBI,4,32,32,1
2182,115143,MCELLBI,4,64,58,2
2168,115146,MCELLBI,4,180,175,1
2178,115146,MCELLBI,4,198,188,1
2172,115147,MCELLBI,4,48,47,1
2182,115147,MCELLBI,4,48,37,1
2172,115148,MCELLBI,4,180,147,1
2182,115148,MCELLBI,4,150,141,1
2172,115152,MCELLBI,3,120,75,1
2182,115152,MCELLBI,3,100,50,1
2168,115153,MCELLBI,3,50,38,1
2178,115153,MCELLBI,3,50,34,1
2168,115156,MCELLBI,2,30,21,1
2172,115156,MCELLBI,2,35,23,1
2175,115156,MCELLBI,2,10,3,1
2178,115156,MCELLBI,2,30,14,1
2182,115156,MCELLBI,2,35,18,1
2185,115156,MCELLBI,2,10,0,1
2168,115157,MCELLBI,2,10,7,1
2175,115157,MCELLBI,2,10,1,1
2178,115157,MCELLBI,2,10,5,1
2185,115157,MCELLBI,2,10,0,1
2168,115159,MCELLBI,1,15,2,2
2172,115159,MCELLBI,1,30,0,3
2175,115159,MCELLBI,1,20,0,2
2178,115159,MCELLBI,1,0,0,2
2182,115159,MCELLBI,1,30,0,3
2185,115159,MCELLBI,1,61,5,5
2168,115160,MCELLBI,4,593,485,18
2172,115160,MCELLBI,4,520,276,16
2178,115160,MCELLBI,4,611,448,18
2182,115160,MCELLBI,4,549,365,16
2168,115161,MCELLBI,4,328,141,110
2172,115161,MCELLBI,4,325,148,111
2175,115161,MCELLBI,4,128,33,44
2178,115161,MCELLBI,4,339,142,114
2182,115161,MCELLBI,4,433,168,115
2185,115161,MCELLBI,4,129,1,45
2168,115163,MCELLBI,3,55,42,1
2178,115163,MCELLBI,3,55,31,1
2168,115164,MCELLBI,3,55,42,1
2178,115164,MCELLBI,3,55,31,1
2172,115170,MCELLBI,3,40,27,1
2182,115170,MCELLBI,3,40,30,1
2172,115174,MCELLBI,4,30,18,1
2182,115174,MCELLBI,4,30,18,1
2168,115181,MCELLBI,1,0,0,1
2178,115181,MCELLBI,1,0,0,1
2168,115187,MCELLBI,2,15,5,1
2172,115187,MCELLBI,2,20,4,1
2178,115187,MCELLBI,2,15,3,1
2182,115187,MCELLBI,2,20,3,1
2168,115188,MCELLBI,2,15,0,1
2172,115188,MCELLBI,2,20,0,1
2178,115188,MCELLBI,2,15,0,1
2182,115188,MCELLBI,2,20,0,1
2168,115189,MCELLBI,2,15,0,1
2172,115189,MCELLBI,2,20,0,1
2178,115189,MCELLBI,2,15,0,1
2182,115189,MCELLBI,2,20,0,1
2168,115190,MCELLBI,2,30,5,1
2172,115190,MCELLBI,2,20,5,1
2178,115190,MCELLBI,2,30,6,1
2182,115190,MCELLBI,2,20,6,1
2168,115192,MCELLBI,2,25,6,1
2172,115192,MCELLBI,2,20,5,1
2178,115192,MCELLBI,2,25,6,1
2182,115192,MCELLBI,2,20,6,1
2168,115193,MCELLBI,2,25,1,1
2172,115193,MCELLBI,2,20,0,1
2178,115193,MCELLBI,2,25,0,1
2182,115193,MCELLBI,2,20,0,1
2168,115194,MCELLBI,2,21,0,1
2172,115194,MCELLBI,2,20,0,1
2178,115194,MCELLBI,2,21,0,1
2182,115194,MCELLBI,2,20,0,1
2168,115195,MCELLBI,2,15,3,1
2172,115195,MCELLBI,2,20,3,1
2178,115195,MCELLBI,2,15,4,1
2182,115195,MCELLBI,2,20,4,1
2168,115198,MCELLBI,2,20,2,1
2172,115198,MCELLBI,2,20,0,1
2178,115198,MCELLBI,2,20,0,1
2182,115198,MCELLBI,2,20,0,1
2168,115199,MCELLBI,2,15,1,1
2172,115199,MCELLBI,2,20,1,1
2178,115199,MCELLBI,2,15,2,1
2182,115199,MCELLBI,2,20,2,1
2168,115200,MCELLBI,2,15,2,1
2172,115200,MCELLBI,2,20,2,1
2178,115200,MCELLBI,2,15,2,1
2182,115200,MCELLBI,2,20,2,1
2168,115201,MCELLBI,2,25,6,1
2172,115201,MCELLBI,2,20,6,1
2178,115201,MCELLBI,2,25,6,1
2182,115201,MCELLBI,2,20,6,1
2168,115202,MCELLBI,2,25,7,1
2172,115202,MCELLBI,2,20,7,1
2178,115202,MCELLBI,2,25,5,1
2182,115202,MCELLBI,2,20,4,1
2168,115206,MCELLBI,2,15,0,1
2172,115206,MCELLBI,2,20,0,1
2178,115206,MCELLBI,2,15,0,1
2182,115206,MCELLBI,2,20,0,1
2168,115207,MCELLBI,2,21,8,1
2172,115207,MCELLBI,2,20,8,1
2178,115207,MCELLBI,2,21,7,1
2182,115207,MCELLBI,2,20,7,1
2168,115209,MCELLBI,2,15,5,1
2172,115209,MCELLBI,2,20,5,1
2178,115209,MCELLBI,2,15,7,1
2182,115209,MCELLBI,2,20,5,1
2168,115211,MCELLBI,2,15,2,1
2172,115211,MCELLBI,2,20,2,1
2178,115211,MCELLBI,2,15,2,1
2182,115211,MCELLBI,2,20,2,1
2168,115212,MCELLBI,2,15,6,1
2172,115212,MCELLBI,2,15,5,1
2178,115212,MCELLBI,2,15,6,1
2182,115212,MCELLBI,2,15,7,1
2168,115216,MCELLBI,2,21,3,1
2172,115216,MCELLBI,2,15,2,1
2178,115216,MCELLBI,2,21,1,1
2182,115216,MCELLBI,2,15,1,1
2168,115217,MCELLBI,2,10,5,1
2172,115217,MCELLBI,2,15,5,1
2178,115217,MCELLBI,2,10,5,1
2182,115217,MCELLBI,2,15,5,1
2168,115218,MCELLBI,2,23,2,1
2172,115218,MCELLBI,2,15,0,1
2178,115218,MCELLBI,2,23,1,1
2182,115218,MCELLBI,2,15,1,1
2168,115219,MCELLBI,2,25,8,1
2172,115219,MCELLBI,2,20,9,1
2178,115219,MCELLBI,2,25,8,1
2182,115219,MCELLBI,2,20,7,1
2168,115226,MCELLBI,2,23,2,1
2172,115226,MCELLBI,2,20,2,1
2178,115226,MCELLBI,2,23,2,1
2182,115226,MCELLBI,2,20,1,1
2168,115227,MCELLBI,2,23,2,1
2172,115227,MCELLBI,2,15,2,1
2178,115227,MCELLBI,2,23,1,1
2182,115227,MCELLBI,2,15,1,1
2168,115228,MCELLBI,2,25,3,1
2172,115228,MCELLBI,2,20,2,1
2178,115228,MCELLBI,2,25,1,1
2182,115228,MCELLBI,2,20,1,1
2168,115231,MCELLBI,2,25,1,1
2172,115231,MCELLBI,2,5,1,1
2178,115231,MCELLBI,2,25,0,1
2182,115231,MCELLBI,2,5,0,1
2168,115232,MCELLBI,2,23,1,1
2172,115232,MCELLBI,2,20,1,1
2178,115232,MCELLBI,2,23,1,1
2182,115232,MCELLBI,2,20,1,1
2168,115233,MCELLBI,2,25,1,1
2172,115233,MCELLBI,2,20,0,1
2178,115233,MCELLBI,2,25,1,1
2182,115233,MCELLBI,2,20,1,1
2172,115253,MCELLBI,4,40,18,1
2182,115253,MCELLBI,4,40,15,1
2172,115257,MCELLBI,4,15,13,1
2182,115257,MCELLBI,4,15,9,1
2168,115262,MCELLBI,5,10,3,1
2178,115262,MCELLBI,5,10,1,1
2168,115268,MCELLBI,2,21,3,1
2172,115268,MCELLBI,2,20,2,1
2178,115268,MCELLBI,2,21,2,1
2182,115268,MCELLBI,2,20,2,1
2168,115269,MCELLBI,2,15,0,1
2172,115269,MCELLBI,2,15,0,1
2178,115269,MCELLBI,2,15,0,1
2182,115269,MCELLBI,2,15,0,1
2168,115270,MCELLBI,2,15,6,1
2172,115270,MCELLBI,2,20,6,1
2178,115270,MCELLBI,2,15,8,1
2182,115270,MCELLBI,2,20,8,1
2168,115272,MCELLBI,2,25,0,1
2172,115272,MCELLBI,2,20,0,1
2178,115272,MCELLBI,2,25,0,1
2182,115272,MCELLBI,2,20,0,1
2168,115275,MCELLBI,2,25,2,1
2172,115275,MCELLBI,2,20,2,1
2178,115275,MCELLBI,2,25,2,1
2182,115275,MCELLBI,2,20,2,1
2168,115277,MCELLBI,2,15,0,1
2172,115277,MCELLBI,2,15,0,1
2178,115277,MCELLBI,2,15,0,1
2182,115277,MCELLBI,2,15,0,1
2168,115281,MCELLBI,2,25,2,1
2172,115281,MCELLBI,2,15,2,1
2178,115281,MCELLBI,2,25,3,1
2182,115281,MCELLBI,2,15,3,1
2168,115282,MCELLBI,2,25,1,1
2172,115282,MCELLBI,2,15,1,1
2178,115282,MCELLBI,2,25,2,1
2182,115282,MCELLBI,2,15,2,1
2168,115283,MCELLBI,2,25,0,1
2172,115283,MCELLBI,2,20,0,1
2178,115283,MCELLBI,2,25,0,1
2182,115283,MCELLBI,2,20,0,1
2168,115284,MCELLBI,2,21,1,1
2172,115284,MCELLBI,2,20,1,1
2178,115284,MCELLBI,2,21,0,1
2182,115284,MCELLBI,2,20,0,1
2168,115285,MCELLBI,2,15,1,1
2172,115285,MCELLBI,2,15,1,1
2178,115285,MCELLBI,2,15,1,1
2182,115285,MCELLBI,2,15,1,1
2168,115286,MCELLBI,2,25,2,1
2172,115286,MCELLBI,2,20,2,1
2178,115286,MCELLBI,2,25,2,1
2182,115286,MCELLBI,2,20,1,1
2168,115287,MCELLBI,2,15,0,1
2172,115287,MCELLBI,2,15,0,1
2178,115287,MCELLBI,2,15,0,1
2182,115287,MCELLBI,2,15,0,1
2168,115288,MCELLBI,2,25,2,1
2172,115288,MCELLBI,2,20,2,1
2178,115288,MCELLBI,2,25,2,1
2182,115288,MCELLBI,2,20,2,1
2168,115290,MCELLBI,2,25,3,1
2172,115290,MCELLBI,2,15,2,1
2178,115290,MCELLBI,2,25,3,1
2182,115290,MCELLBI,2,15,2,1
2168,115291,MCELLBI,2,20,6,1
2172,115291,MCELLBI,2,15,5,1
2178,115291,MCELLBI,2,20,7,1
2182,115291,MCELLBI,2,15,7,1
2168,115293,MCELLBI,2,25,1,1
2172,115293,MCELLBI,2,15,1,1
2178,115293,MCELLBI,2,25,1,1
2182,115293,MCELLBI,2,15,1,1
2168,115294,MCELLBI,2,25,2,1
2172,115294,MCELLBI,2,20,2,1
2178,115294,MCELLBI,2,25,1,1
2182,115294,MCELLBI,2,20,1,1
2168,115295,MCELLBI,2,15,4,1
2172,115295,MCELLBI,2,15,3,1
2178,115295,MCELLBI,2,15,2,1
2182,115295,MCELLBI,2,15,3,1
2168,115296,MCELLBI,2,25,1,1
2172,115296,MCELLBI,2,15,1,1
2178,115296,MCELLBI,2,25,0,1
2182,115296,MCELLBI,2,15,0,1
2168,115299,MCELLBI,2,25,1,1
2172,115299,MCELLBI,2,20,1,1
2178,115299,MCELLBI,2,25,1,1
2182,115299,MCELLBI,2,20,0,1
2172,115301,MCELLBI,4,30,19,1
2182,115301,MCELLBI,4,30,10,1
2168,115316,MCELLBI,2,15,2,1
2172,115316,MCELLBI,2,15,2,1
2178,115316,MCELLBI,2,15,5,1
2182,115316,MCELLBI,2,15,5,1
2168,115317,MCELLBI,2,15,1,1
2172,115317,MCELLBI,2,15,1,1
2178,115317,MCELLBI,2,15,1,1
2182,115317,MCELLBI,2,15,1,1
2168,115318,MCELLBI,2,25,5,1
2172,115318,MCELLBI,2,20,4,1
2178,115318,MCELLBI,2,25,6,1
2182,115318,MCELLBI,2,20,5,1
2168,115320,MCELLBI,2,15,0,1
2172,115320,MCELLBI,2,15,0,1
2178,115320,MCELLBI,2,15,0,1
2182,115320,MCELLBI,2,15,0,1
2168,115321,MCELLBI,2,25,2,1
2172,115321,MCELLBI,2,15,2,1
2178,115321,MCELLBI,2,25,3,1
2182,115321,MCELLBI,2,15,3,1
2168,115322,MCELLBI,2,15,5,1
2172,115322,MCELLBI,2,15,5,1
2178,115322,MCELLBI,2,15,6,1
2182,115322,MCELLBI,2,15,6,1
2168,115324,MCELLBI,2,15,1,1
2172,115324,MCELLBI,2,15,1,1
2178,115324,MCELLBI,2,15,1,1
2182,115324,MCELLBI,2,15,1,1
2168,115325,MCELLBI,2,25,5,1
2172,115325,MCELLBI,2,15,5,1
2178,115325,MCELLBI,2,25,5,1
2182,115325,MCELLBI,2,15,5,1
2168,115326,MCELLBI,2,15,1,1
2172,115326,MCELLBI,2,15,2,1
2178,115326,MCELLBI,2,15,2,1
2182,115326,MCELLBI,2,15,2,1
2168,115327,MCELLBI,2,21,0,1
2172,115327,MCELLBI,2,20,0,1
2178,115327,MCELLBI,2,21,0,1
2182,115327,MCELLBI,2,20,0,1
2168,115328,MCELLBI,2,15,1,1
2172,115328,MCELLBI,2,15,1,1
2178,115328,MCELLBI,2,15,1,1
2182,115328,MCELLBI,2,15,2,1
2168,115329,MCELLBI,2,15,0,1
2172,115329,MCELLBI,2,15,0,1
2178,115329,MCELLBI,2,15,0,1
2182,115329,MCELLBI,2,15,0,1
2168,115330,MCELLBI,2,25,6,1
2172,115330,MCELLBI,2,20,6,1
2178,115330,MCELLBI,2,25,5,1
2182,115330,MCELLBI,2,20,4,1
2168,115332,MCELLBI,2,15,1,1
2172,115332,MCELLBI,2,15,0,1
2178,115332,MCELLBI,2,15,0,1
2182,115332,MCELLBI,2,15,0,1
2168,115334,MCELLBI,2,15,3,1
2172,115334,MCELLBI,2,15,2,1
2178,115334,MCELLBI,2,15,1,1
2182,115334,MCELLBI,2,15,1,1
2168,115335,MCELLBI,2,25,1,1
2172,115335,MCELLBI,2,15,1,1
2178,115335,MCELLBI,2,25,1,1
2182,115335,MCELLBI,2,15,1,1
2168,115337,MCELLBI,2,15,0,1
2172,115337,MCELLBI,2,15,0,1
2178,115337,MCELLBI,2,15,1,1
2182,115337,MCELLBI,2,15,1,1
2168,115339,MCELLBI,2,20,2,1
2172,115339,MCELLBI,2,20,2,1
2178,115339,MCELLBI,2,20,2,1
2182,115339,MCELLBI,2,20,1,1
2168,115340,MCELLBI,2,15,3,1
2172,115340,MCELLBI,2,20,2,1
2178,115340,MCELLBI,2,15,2,1
2182,115340,MCELLBI,2,20,2,1
2168,115341,MCELLBI,2,15,5,1
2172,115341,MCELLBI,2,20,5,1
2178,115341,MCELLBI,2,15,1,1
2182,115341,MCELLBI,2,20,1,1
2172,115342,MCELLBI,4,40,29,1
2182,115342,MCELLBI,4,40,11,1
2168,115344,MCELLBI,1,89,0,1
2172,115344,MCELLBI,1,89,0,1
2178,115344,MCELLBI,1,89,0,1
2182,115344,MCELLBI,1,89,0,1
2168,115353,MCELLBI,2,15,0,1
2172,115353,MCELLBI,2,15,0,1
2178,115353,MCELLBI,2,15,0,1
2182,115353,MCELLBI,2,15,0,1
2168,115354,MCELLBI,2,15,3,1
2172,115354,MCELLBI,2,15,3,1
2178,115354,MCELLBI,2,15,5,1
2182,115354,MCELLBI,2,15,5,1
