Term,CourseID,Subject,MaxUnits,TotalCapacity,EnrlTotal,TotalSections
2185,103332,CHMENG,4,30,14,1
2168,103334,CHMENG,4,60,43,1
2172,103334,CHMENG,4,78,76,1
2178,103334,CHMENG,4,50,36,1
2182,103334,CHMENG,4,76,74,1
2168,103336,CHMENG,3,70,40,1
2178,103336,CHMENG,3,33,0,1
2172,103337,CHMENG,3,0,0,1
2168,103346,CHMENG,3,49,48,1
2178,103346,CHMENG,3,49,0,1
2182,103346,CHMENG,3,75,59,1
2168,103348,CHMENG,3,35,22,1
2178,103348,CHMENG,3,35,21,1
2168,103349,CHMENG,3,28,22,1
2178,103349,CHMENG,3,35,24,1
2168,103351,CHMENG,3,70,40,1
2172,103351,CHMENG,3,83,69,1
2178,103351,CHMENG,3,70,0,1
2168,103352,CHMENG,4,612,8,21
2172,103352,CHMENG,4,310,35,19
2178,103352,CHMENG,4,648,33,22
2182,103352,CHMENG,4,306,13,20
2168,103353,CHMENG,4,250,48,24
2172,103353,CHMENG,4,385,51,26
2175,103353,CHMENG,4,180,13,18
2178,103353,CHMENG,4,560,48,28
2182,103353,CHMENG,4,395,40,27
2185,103353,CHMENG,4,180,1,18
2168,103354,CHMENG,4,15,5,1
2172,103354,CHMENG,4,15,3,1
2175,103354,CHMENG,4,10,9,1
2178,103354,CHMENG,4,15,3,1
2182,103354,CHMENG,4,15,3,1
2185,103354,CHMENG,4,10,0,1
2168,103355,CHMENG,3,103,67,3
2172,103355,CHMENG,3,84,74,1
2178,103355,CHMENG,3,135,106,2
2182,103355,CHMENG,3,553,159,25
2168,103356,CHMENG,4,15,0,1
2172,103356,CHMENG,4,15,0,1
2175,103356,CHMENG,4,40,7,4
2178,103356,CHMENG,4,15,0,1
2182,103356,CHMENG,4,15,2,1
2185,103356,CHMENG,4,40,0,4
2178,103358,CHMENG,3,20,15,1
2178,103360,CHMENG,1,35,25,1
2168,103361,CHMENG,3,34,17,1
2178,103361,CHMENG,3,35,26,1
2168,103363,CHMENG,3,34,22,1
2178,103363,CHMENG,3,35,27,1
2182,103364,CHMENG,3,35,6,1
2172,103366,CHMENG,3,15,9,1
2182,103366,CHMENG,3,15,0,1
2168,103368,CHMENG,3,28,18,1
2178,103368,CHMENG,3,35,27,1
2168,103370,CHMENG,3,30,11,1
2182,103370,CHMENG,3,40,0,1
2178,103378,CHMENG,3,30,0,1
2182,103378,CHMENG,3,30,20,1
2172,103389,CHMENG,3,35,15,1
2168,103391,CHMENG,3,45,41,1
2178,103391,CHMENG,3,38,37,1
2172,103392,CHMENG,3,45,39,1
2182,103392,CHMENG,3,45,39,1
2168,103401,CHMENG,6,65,0,2
2172,103401,CHMENG,6,61,0,4
2178,103401,CHMENG,6,65,0,2
2168,103402,CHMENG,1,295,92,23
2172,103402,CHMENG,1,310,91,21
2178,103402,CHMENG,1,395,71,23
2182,103402,CHMENG,1,315,88,21
2168,103403,CHMENG,12,260,133,22
2172,103403,CHMENG,12,361,135,23
2175,103403,CHMENG,12,55,1,5
2178,103403,CHMENG,12,366,110,23
2182,103403,CHMENG,12,361,133,23
2185,103403,CHMENG,12,55,0,5
2168,103404,CHMENG,2,260,26,26
2172,103404,CHMENG,2,360,15,24
2178,103404,CHMENG,2,270,20,27
2182,103404,CHMENG,2,345,16,23
2178,103405,CHMENG,2,35,30,1
2168,103406,CHMENG,2,184,148,1
2178,103406,CHMENG,2,160,148,1
2168,103407,CHMENG,8,190,17,19
2172,103407,CHMENG,8,285,2,19
2178,103407,CHMENG,8,190,17,19
2182,103407,CHMENG,8,285,1,19
2172,103409,CHMENG,3,40,35,1
2182,103409,CHMENG,3,39,38,1
2168,103410,CHMENG,3,60,11,1
2172,103410,CHMENG,3,75,0,1
2178,103410,CHMENG,3,52,0,2
2182,103410,CHMENG,3,182,50,3
2168,103411,CHMENG,1,30,33,1
2178,103411,CHMENG,1,35,24,1
2168,103413,CHMENG,3,110,1,22
2172,103413,CHMENG,3,330,3,22
2178,103413,CHMENG,3,110,1,22
2182,103413,CHMENG,3,330,8,22
2168,103414,CHMENG,4,240,60,23
2172,103414,CHMENG,4,345,66,23
2175,103414,CHMENG,4,65,9,12
2178,103414,CHMENG,4,460,68,23
2182,103414,CHMENG,4,365,64,24
2185,103414,CHMENG,4,65,2,12
2175,103415,CHMENG,6,200,1,19
2185,103415,CHMENG,6,200,0,19
2168,103423,CIVENG,4,100,86,1
2175,103423,CIVENG,4,50,16,1
2178,103423,CIVENG,4,100,96,1
2185,103423,CIVENG,4,50,13,1
2168,103424,CIVENG,3,0,0,1
2172,103426,CIVENG,3,75,60,1
2178,103426,CIVENG,3,87,42,1
2168,103429,CIVENG,3,35,22,1
2178,103429,CIVENG,3,40,32,1
2172,103431,CIVENG,3,120,77,1
2182,103431,CIVENG,3,206,134,1
2172,103434,CIVENG,3,120,111,1
2182,103434,CIVENG,3,120,109,1
2168,103436,CIVENG,3,114,87,1
2178,103436,CIVENG,3,114,103,1
2168,103437,CIVENG,1,24,17,1
2178,103437,CIVENG,1,24,13,1
2172,103438,CIVENG,3,30,16,1
2172,103440,CIVENG,3,45,34,1
2168,103443,CIVENG,3,50,41,1
2178,103443,CIVENG,3,69,54,1
2172,103451,CIVENG,3,100,85,1
2182,103451,CIVENG,3,98,63,1
2168,103453,CIVENG,3,80,67,1
2178,103453,CIVENG,3,110,105,1
2172,103456,CIVENG,1,35,10,1
2182,103456,CIVENG,1,35,5,1
2168,103457,CIVENG,3,50,29,1
2178,103457,CIVENG,3,48,44,1
2172,103459,CIVENG,1,35,15,1
2182,103459,CIVENG,1,35,16,1
2168,103460,CIVENG,3,80,39,1
2178,103460,CIVENG,3,60,40,1
2168,103461,CIVENG,3,50,34,1
2178,103461,CIVENG,3,82,65,1
2172,103465,CIVENG,3,100,99,1
2175,103465,CIVENG,3,50,25,1
2182,103465,CIVENG,3,100,88,1
2185,103465,CIVENG,3,50,7,1
2168,103479,CIVENG,3,45,42,1
2178,103479,CIVENG,3,50,48,1
2172,103480,CIVENG,3,120,98,1
2182,103480,CIVENG,3,120,47,1
2168,103484,CIVENG,3,50,27,1
2182,103484,CIVENG,3,65,58,1
2168,103487,CIVENG,3,114,95,1
2178,103487,CIVENG,3,114,88,1
2172,103495,CIVENG,3,30,20,1
2168,103497,CIVENG,3,50,41,1
2178,103497,CIVENG,3,68,39,1
2168,103499,CIVENG,3,56,44,1
2178,103499,CIVENG,3,68,63,1
2182,103499,CIVENG,3,60,30,1
2172,103501,CIVENG,3,50,20,1
2172,103504,CIVENG,4,35,35,1
2182,103504,CIVENG,4,35,29,1
2168,103507,CIVENG,3,44,43,1
2178,103507,CIVENG,3,48,44,1
2168,103511,CIVENG,3,80,70,1
2182,103511,CIVENG,3,85,73,1
2168,103514,CIVENG,1,114,94,1
2178,103514,CIVENG,1,97,97,1
2168,103515,CIVENG,3,0,0,1
2178,103515,CIVENG,3,40,21,1
2168,103516,CIVENG,4,100,3,3
2175,103516,CIVENG,4,28,8,8
2178,103516,CIVENG,4,15,1,3
2182,103516,CIVENG,4,10,2,2
2185,103516,CIVENG,4,40,2,8
2168,103517,CIVENG,4,205,118,9
2172,103517,CIVENG,4,227,150,11
2178,103517,CIVENG,4,230,98,10
2182,103517,CIVENG,4,242,124,11
2168,103518,CIVENG,4,506,36,19
2172,103518,CIVENG,4,55,20,10
2175,103518,CIVENG,4,15,2,2
2178,103518,CIVENG,4,135,30,27
2182,103518,CIVENG,4,220,23,44
2185,103518,CIVENG,4,10,0,2
2168,103520,CIVENG,3,50,45,1
2178,103520,CIVENG,3,65,50,1
2172,103521,CIVENG,3,30,28,1
2182,103521,CIVENG,3,40,25,1
2172,103522,CIVENG,3,30,22,1
2182,103522,CIVENG,3,0,0,1
2182,103525,CIVENG,3,36,9,1
2168,103529,CIVENG,3,50,38,1
2182,103529,CIVENG,3,65,43,1
2182,103542,CIVENG,3,65,42,1
2168,103546,CIVENG,3,35,30,1
2178,103546,CIVENG,3,69,56,1
2168,103547,CIVENG,3,30,25,1
2178,103547,CIVENG,3,60,38,1
2172,103557,CIVENG,3,40,34,1
2172,103559,CIVENG,3,50,27,1
2178,103559,CIVENG,3,70,51,1
2172,103563,CIVENG,3,75,0,1
2172,103566,CIVENG,3,50,23,1
2182,103566,CIVENG,3,60,30,1
2182,103567,CIVENG,3,60,36,1
2168,103572,CIVENG,3,65,50,1
2178,103572,CIVENG,3,98,79,1
2172,103574,CIVENG,3,50,41,1
2182,103574,CIVENG,3,75,70,1
2182,103582,CIVENG,3,30,17,1
2168,103584,CIVENG,3,35,13,1
2168,103600,CIVENG,1,58,49,3
2172,103600,CIVENG,1,60,34,3
2178,103600,CIVENG,1,60,26,3
2182,103600,CIVENG,1,50,24,3
2168,103601,CIVENG,3,30,12,1
2178,103601,CIVENG,3,30,0,1
2168,103605,CIVENG,3,65,49,1
2178,103605,CIVENG,3,95,71,1
2172,103610,CIVENG,3,60,13,1
2182,103610,CIVENG,3,50,33,1
2172,103612,CIVENG,3,65,35,1
2182,103612,CIVENG,3,77,53,1
2178,103616,CIVENG,3,40,10,1
2168,103619,CIVENG,3,50,30,1
2178,103619,CIVENG,3,50,42,1
2168,103620,CIVENG,3,50,32,1
2178,103620,CIVENG,3,50,49,1
2172,103622,CIVENG,3,25,9,1
2182,103625,CIVENG,3,50,19,1
2172,103627,CIVENG,3,50,31,1
2182,103627,CIVENG,3,50,23,1
2172,103632,CIVENG,3,50,21,1
2182,103632,CIVENG,3,40,29,1
2172,103634,CIVENG,3,50,20,1
2182,103634,CIVENG,3,50,11,1
2168,103637,CIVENG,3,50,25,1
2178,103637,CIVENG,3,48,33,1
2168,103639,CIVENG,3,60,56,1
2178,103639,CIVENG,3,60,0,1
2172,103640,CIVENG,3,80,66,1
2182,103640,CIVENG,3,100,94,1
2168,103654,CIVENG,3,50,31,1
2178,103654,CIVENG,3,42,41,1
2172,103655,CIVENG,3,50,19,1
2182,103655,CIVENG,3,40,17,1
2172,103657,CIVENG,3,50,26,1
2182,103657,CIVENG,3,50,42,1
2168,103658,CIVENG,3,54,54,1
2178,103658,CIVENG,3,75,62,1
2168,103661,CIVENG,3,50,35,1
2178,103661,CIVENG,3,50,41,1
2172,103662,CIVENG,3,50,40,1
2168,103665,CIVENG,3,50,26,1
2178,103665,CIVENG,3,50,26,1
2168,103669,CIVENG,3,30,24,1
2178,103669,CIVENG,3,40,27,1
2172,103670,CIVENG,3,50,25,1
2182,103670,CIVENG,3,68,25,1
2172,103671,CIVENG,3,40,24,1
2182,103671,CIVENG,3,60,23,1
2168,103673,CIVENG,3,50,42,1
2178,103673,CIVENG,3,60,37,1
2172,103675,CIVENG,3,50,25,1
2182,103675,CIVENG,3,40,24,1
2168,103678,CIVENG,3,30,22,1
2178,103678,CIVENG,3,60,23,1
2172,103684,CIVENG,3,35,6,1
2168,103688,CIVENG,3,30,8,1
2172,103688,CIVENG,3,30,11,1
2178,103688,CIVENG,3,34,10,1
2182,103688,CIVENG,3,0,0,1
2182,103694,CIVENG,3,15,5,1
2172,103697,CIVENG,3,35,9,1
2178,103697,CIVENG,3,40,0,1
2182,103697,CIVENG,3,60,27,1
2168,103717,CIVENG,1,60,55,1
2178,103717,CIVENG,1,65,44,1
2172,103718,CIVENG,3,60,49,1
2182,103718,CIVENG,3,61,56,1
2168,103719,CIVENG,12,102,6,6
2172,103719,CIVENG,12,26,5,6
2175,103719,CIVENG,12,41,12,8
2178,103719,CIVENG,12,30,2,6
2182,103719,CIVENG,12,30,3,6
2185,103719,CIVENG,12,40,3,8
2168,103720,CIVENG,6,287,110,7
2172,103720,CIVENG,6,326,74,6
2178,103720,CIVENG,6,339,166,6
2182,103720,CIVENG,6,310,91,5
2168,103721,CIVENG,12,545,170,53
2172,103721,CIVENG,12,100,175,52
2175,103721,CIVENG,12,60,13,12
2178,103721,CIVENG,12,540,167,55
2182,103721,CIVENG,12,105,191,55
2185,103721,CIVENG,12,60,0,12
2168,103722,CIVENG,3,50,17,2
2172,103722,CIVENG,3,100,22,2
2178,103722,CIVENG,3,65,23,2
2182,103722,CIVENG,3,50,22,1
2168,103724,CIVENG,3,80,78,1
2172,103724,CIVENG,3,75,30,1
2178,103724,CIVENG,3,80,72,1
2182,103724,CIVENG,3,30,30,1
2168,103725,CIVENG,6,15,2,3
2172,103725,CIVENG,6,15,1,2
2175,103725,CIVENG,6,5,0,1
2178,103725,CIVENG,6,15,3,3
2182,103725,CIVENG,6,25,5,4
2185,103725,CIVENG,6,5,0,1
2168,103726,CIVENG,6,5,1,1
2172,103726,CIVENG,6,15,1,3
2175,103726,CIVENG,6,5,0,1
2178,103726,CIVENG,6,5,0,1
2182,103726,CIVENG,6,15,1,3
2185,103726,CIVENG,6,5,0,1
2168,103727,CIVENG,3,150,77,1
2178,103727,CIVENG,3,120,119,1
2168,103731,CIVENG,1,141,111,1
2178,103731,CIVENG,1,141,84,1
2168,103732,CIVENG,3,75,54,1
2172,103732,CIVENG,3,75,56,1
2178,103732,CIVENG,3,75,42,1
2182,103732,CIVENG,3,68,55,1
2168,103733,CIVENG,3,160,98,8
2172,103733,CIVENG,3,185,78,10
2178,103733,CIVENG,3,215,131,9
2182,103733,CIVENG,3,265,136,10
2168,103734,CIVENG,4,100,3,2
2172,103734,CIVENG,4,20,2,3
2175,103734,CIVENG,4,10,0,1
2178,103734,CIVENG,4,10,2,2
2182,103734,CIVENG,4,15,0,3
2185,103734,CIVENG,4,5,0,1
2168,103736,CIVENG,4,202,7,7
2172,103736,CIVENG,4,55,17,11
2175,103736,CIVENG,4,5,2,1
2178,103736,CIVENG,4,55,9,11
2182,103736,CIVENG,4,55,7,11
2185,103736,CIVENG,4,5,0,1
2168,103753,CLASSIC,4,150,147,1
2175,103753,CLASSIC,4,25,17,1
2178,103753,CLASSIC,4,135,126,1
2185,103753,CLASSIC,4,30,24,1
2172,103754,CLASSIC,4,156,151,1
2175,103754,CLASSIC,4,30,23,1
2182,103754,CLASSIC,4,150,135,1
2185,103754,CLASSIC,4,30,14,1
2168,103763,CLASSIC,4,80,55,3
2172,103763,CLASSIC,4,30,16,1
2178,103763,CLASSIC,4,90,48,3
2182,103763,CLASSIC,4,0,0,1
2172,103767,CLASSIC,4,75,57,1
2168,103768,CLASSIC,4,30,21,1
2182,103768,CLASSIC,4,30,27,1
2168,103769,CLASSIC,4,50,42,1
2178,103769,CLASSIC,4,50,49,1
2172,103770,CLASSIC,4,50,43,1
2182,103770,CLASSIC,4,50,38,1
2172,103772,CLASSIC,4,30,16,1
2182,103781,CLASSIC,4,30,16,1
2172,103786,CLASSIC,4,30,24,1
2182,103789,CLASSIC,4,30,12,1
2168,103790,CLASSIC,4,1,1,1
2172,103790,CLASSIC,4,2,2,2
2175,103790,CLASSIC,4,5,1,2
2185,103790,CLASSIC,4,4,4,1
2168,103791,CLASSIC,4,20,6,1
2178,103792,CLASSIC,4,20,8,1
2182,103793,CLASSIC,4,20,6,1
2168,103794,CLASSIC,4,20,8,1
2172,103795,CLASSIC,4,20,7,1
2178,103796,CLASSIC,4,20,7,1
2168,103804,CLASSIC,4,20,14,1
2178,103804,CLASSIC,4,20,9,1
2172,103806,CLASSIC,4,20,11,1
2172,103821,CLASSIC,4,20,2,1
2182,103821,CLASSIC,4,20,10,1
2168,103828,CLASSIC,4,20,11,1
2172,103840,CLASSIC,4,20,12,1
2168,103866,CLASSIC,4,20,10,1
2172,103866,CLASSIC,4,20,3,1
2178,103866,CLASSIC,4,20,10,1
2182,103866,CLASSIC,4,30,10,2
2168,103867,CLASSIC,1,30,28,2
2172,103867,CLASSIC,1,15,12,1
2182,103867,CLASSIC,1,15,14,1
2168,103874,CLASSIC,4,20,4,1
2182,103874,CLASSIC,4,20,10,1
2172,103876,CLASSIC,4,20,5,1
2168,103877,CLASSIC,4,20,7,1
2172,103877,CLASSIC,4,18,11,1
2178,103877,CLASSIC,4,20,0,1
2172,103879,CLASSIC,4,245,239,1
2182,103879,CLASSIC,4,250,235,1
2168,103883,CLASSIC,12,37,11,6
2172,103883,CLASSIC,12,10,10,6
2178,103883,CLASSIC,12,11,11,7
2182,103883,CLASSIC,12,14,14,8
2168,103884,CLASSIC,4,15,15,6
2172,103884,CLASSIC,4,13,13,6
2175,103884,CLASSIC,4,1,1,1
2178,103884,CLASSIC,4,7,8,1
2182,103884,CLASSIC,4,5,4,4
2168,103886,CLASSIC,6,22,8,1
2172,103886,CLASSIC,6,30,14,1
2178,103886,CLASSIC,6,22,13,1
2182,103886,CLASSIC,6,30,12,1
2182,103887,CLASSIC,4,24,21,1
2172,103888,CLASSIC,4,43,42,1
2175,103888,CLASSIC,4,30,0,1
2168,103889,CLASSIC,4,100,99,1
2178,103889,CLASSIC,4,100,96,1
2168,103890,CLASSIC,3,20,7,1
2178,103890,CLASSIC,3,20,8,1
2172,103895,CLASSIC,4,18,18,1
2172,103918,CLASSIC,12,1,1,1
2178,103918,CLASSIC,12,1,1,1
2168,103919,CLASSIC,12,2,2,1
2172,103919,CLASSIC,12,3,3,3
2178,103919,CLASSIC,12,7,7,5
2182,103919,CLASSIC,12,9,9,6
2168,103925,CLASSIC,4,2,2,2
2178,103925,CLASSIC,4,1,1,1
2172,103926,CLASSIC,4,1,1,1
2182,103926,CLASSIC,4,1,1,1
2175,103927,CLASSIC,4,4,2,1
2185,103927,CLASSIC,4,9,9,1
2175,103929,CLASSIC,4,45,42,1
2185,103929,CLASSIC,4,40,27,1
2168,103930,CLASSIC,5,102,108,1
2178,103930,CLASSIC,5,102,101,1
2168,103940,CMPBIO,1,23,22,1
2172,103940,CMPBIO,1,20,0,1
2178,103940,CMPBIO,1,23,19,1
2182,103940,CMPBIO,1,20,0,1
2168,103941,CMPBIO,3,0,0,1
2178,103941,CMPBIO,3,0,0,1
2172,103942,CMPBIO,4,30,0,1
2182,103942,CMPBIO,4,30,5,1
2168,103943,CMPBIO,12,20,4,1
2178,103943,CMPBIO,12,20,4,1
2172,103944,CMPBIO,12,10,4,1
2182,103944,CMPBIO,12,10,3,1
2168,103945,CMPBIO,12,20,0,1
2172,103945,CMPBIO,12,5,0,1
2175,103945,CMPBIO,12,10,0,1
2178,103945,CMPBIO,12,20,0,1
2182,103945,CMPBIO,12,5,0,1
2185,103945,CMPBIO,12,10,0,1
2175,103946,CMPBIO,1.5,999,0,1
2185,103946,CMPBIO,1.5,999,0,1
2168,103947,CMPBIO,1,23,23,1
2172,103947,CMPBIO,1,20,0,1
2178,103947,CMPBIO,1,22,20,1
2182,103947,CMPBIO,1,20,0,1
2168,103954,COGSCI,4,100,0,2
2172,103954,COGSCI,4,297,296,1
2182,103954,COGSCI,4,297,296,1
2168,103956,COGSCI,4,298,296,1
2178,103956,COGSCI,4,298,0,1
2182,103956,COGSCI,4,299,299,1
2168,103957,COGSCI,3,20,16,1
2178,103957,COGSCI,3,70,53,3
2182,103957,COGSCI,3,28,28,1
2168,103958,COGSCI,4,150,80,4
2172,103958,COGSCI,4,360,200,7
2178,103958,COGSCI,4,156,93,3
2182,103958,COGSCI,4,325,47,7
2168,103959,COGSCI,4,8,8,8
2172,103959,COGSCI,4,7,3,7
2175,103959,COGSCI,4,10,2,4
2178,103959,COGSCI,4,8,6,8
2182,103959,COGSCI,4,13,10,13
2185,103959,COGSCI,4,10,0,4
2182,103960,COGSCI,4,0,0,1
2168,103965,COGSCI,4,108,0,4
2178,103965,COGSCI,4,108,0,4
2172,103966,COGSCI,4,1,0,1
2182,103966,COGSCI,4,1,0,1
2168,103967,COGSCI,3,14,5,14
2172,103967,COGSCI,3,6,4,6
2178,103967,COGSCI,3,14,11,14
2182,103967,COGSCI,3,6,2,6
2168,103968,COGSCI,3,4,1,4
2172,103968,COGSCI,3,10,4,10
2178,103968,COGSCI,3,4,1,4
2182,103968,COGSCI,3,13,9,13
2175,103969,COGSCI,3,88,48,2
2185,103969,COGSCI,3,96,47,2
2168,103970,COLWRIT,2,44,35,2
2172,103970,COLWRIT,2,60,41,3
2178,103970,COLWRIT,2,50,39,2
2182,103970,COLWRIT,2,44,28,3
2168,103972,COLWRIT,3,61,58,3
2172,103972,COLWRIT,3,53,51,3
2178,103972,COLWRIT,3,60,58,3
2182,103972,COLWRIT,3,40,37,3
2185,103972,COLWRIT,3,20,19,1
2172,103973,COLWRIT,3,17,13,1
2182,103973,COLWRIT,3,20,18,1
2168,103974,COLWRIT,3,24,20,1
2178,103974,COLWRIT,3,24,21,1
2172,103975,COLWRIT,3,20,20,1
2182,103975,COLWRIT,3,24,23,1
2172,103977,COLWRIT,4,20,20,1
2182,103977,COLWRIT,4,20,15,1
2172,103979,COLWRIT,4,20,18,1
2182,103979,COLWRIT,4,21,20,1
2168,103980,COLWRIT,3,20,19,1
2178,103980,COLWRIT,3,21,21,1
2168,103981,COLWRIT,3,20,19,1
2168,103982,COLWRIT,3,20,18,1
2178,103982,COLWRIT,3,20,20,1
2172,103987,COLWRIT,3,11,10,1
2182,103987,COLWRIT,3,11,8,1
2172,103988,COLWRIT,3,20,13,1
2172,103990,COLWRIT,3,20,15,1
2168,103994,COLWRIT,4,1,1,5
2182,103994,COLWRIT,4,1,1,3
2168,103996,COLWRIT,3,24,0,1
2168,103997,COLWRIT,3,31,30,1
2172,103997,COLWRIT,3,25,25,1
2178,103997,COLWRIT,3,31,30,1
2182,103997,COLWRIT,3,22,27,1
2168,104004,COLWRIT,2,18,15,1
2178,104004,COLWRIT,2,25,20,1
2172,104006,COLWRIT,3,10,9,1
2182,104006,COLWRIT,3,10,7,1
2175,104008,COLWRIT,2,182,88,7
2185,104008,COLWRIT,2,150,45,5
2175,104009,COLWRIT,2,73,35,3
2185,104009,COLWRIT,2,72,30,3
2175,104010,COLWRIT,2,80,27,3
2185,104010,COLWRIT,2,18,18,1
2175,104012,COLWRIT,2,54,11,3
2175,104013,COLWRIT,2,180,60,6
2185,104013,COLWRIT,2,130,54,5
2175,104014,COLWRIT,2,18,18,1
2185,104014,COLWRIT,2,68,34,3
2175,104015,COLWRIT,2,18,0,1
2185,104015,COLWRIT,2,72,0,3
2175,104016,COLWRIT,2,72,25,3
2185,104016,COLWRIT,2,90,36,4
2175,104017,COLWRIT,2,60,20,3
2185,104017,COLWRIT,2,20,20,1
2175,104019,COLWRIT,1,50,42,2
2185,104019,COLWRIT,1,50,49,2
2175,104020,COLWRIT,1,3,0,1
2185,104020,COLWRIT,1,50,0,2
2185,104021,COLWRIT,1,50,50,2
2175,104022,COLWRIT,1,74,70,3
2185,104022,COLWRIT,1,77,54,3
2175,104023,COLWRIT,1,50,46,2
2185,104023,COLWRIT,1,50,2,2
2175,104025,COLWRIT,1,51,49,2
2185,104025,COLWRIT,1,50,39,2
2175,104028,COLWRIT,1,49,42,2
2185,104028,COLWRIT,1,76,51,3
2175,104029,COLWRIT,1,75,69,3
2185,104029,COLWRIT,1,75,50,3
2175,104031,COLWRIT,4,176,47,7
2185,104031,COLWRIT,4,126,38,5
2175,104033,COLWRIT,3,109,37,5
2185,104033,COLWRIT,3,72,8,3
2175,104034,COLWRIT,3,18,17,1
2185,104034,COLWRIT,3,72,6,3
2168,104035,COLWRIT,3,23,28,2
2172,104035,COLWRIT,3,7,7,1
2175,104035,COLWRIT,3,127,28,5
2178,104035,COLWRIT,3,31,30,2
2182,104035,COLWRIT,3,18,18,1
2185,104035,COLWRIT,3,102,25,4
2175,104037,COLWRIT,3,180,73,6
2185,104037,COLWRIT,3,304,47,10
2175,104038,COLWRIT,3,144,49,5
2185,104038,COLWRIT,3,90,19,4
2175,104039,COLWRIT,3,4,0,1
2175,104041,COLWRIT,3,130,50,6
2185,104041,COLWRIT,3,74,23,3
2175,104042,COLWRIT,3,72,26,3
2185,104042,COLWRIT,3,66,25,3
2175,104046,COLWRIT,3,76,38,3
2185,104046,COLWRIT,3,43,43,2
2175,104047,COLWRIT,3,18,15,1
2185,104047,COLWRIT,3,16,16,1
2175,104050,COLWRIT,3,144,49,5
2185,104050,COLWRIT,3,113,30,4
2175,104051,COLWRIT,3,108,34,4
2185,104051,COLWRIT,3,72,12,3
2175,104054,COLWRIT,3,108,38,4
2185,104054,COLWRIT,3,74,25,3
2175,104055,COLWRIT,3,18,16,2
2175,104057,COLWRIT,3,72,33,3
2185,104057,COLWRIT,3,72,16,3
2168,104060,COLWRIT,4,0,0,5
2172,104060,COLWRIT,4,0,0,1
2178,104060,COLWRIT,4,1,1,1
2182,104060,COLWRIT,4,1,1,3
2175,104063,COLWRIT,3,84,80,6
2168,104065,COLWRIT,6,280,238,20
2172,104065,COLWRIT,6,182,171,13
2175,104065,COLWRIT,6,28,11,2
2178,104065,COLWRIT,6,307,304,22
2182,104065,COLWRIT,6,350,246,25
2185,104065,COLWRIT,6,28,26,2
2175,104066,COLWRIT,4,68,45,4
2182,104066,COLWRIT,4,34,32,2
2185,104066,COLWRIT,4,68,0,4
2168,104067,COLWRIT,4,238,215,14
2172,104067,COLWRIT,4,255,235,15
2178,104067,COLWRIT,4,257,249,15
2182,104067,COLWRIT,4,272,268,16
2185,104067,COLWRIT,4,34,8,2
2168,104071,COLWRIT,2,20,0,1
2175,104073,COLWRIT,2,43,35,3
2185,104073,COLWRIT,2,80,49,4
2168,104079,COMLIT,4,46,41,2
2172,104079,COMLIT,4,30,21,1
2178,104079,COMLIT,4,50,28,2
2182,104079,COMLIT,4,31,31,1
2168,104080,COMLIT,4,20,9,1
2178,104080,COMLIT,4,20,10,1
2172,104081,COMLIT,4,19,8,1
2182,104081,COMLIT,4,8,8,1
2172,104089,COMLIT,4,75,18,1
2172,104090,COMLIT,4,15,9,1
2182,104090,COMLIT,4,15,0,1
2178,104091,COMLIT,4,23,16,1
2168,104093,COMLIT,4,15,11,1
2172,104093,COMLIT,4,0,0,1
2178,104093,COMLIT,4,18,15,1
2182,104093,COMLIT,4,20,0,1
2172,104099,COMLIT,4,15,11,1
2182,104099,COMLIT,4,28,24,1
2168,104102,COMLIT,4,20,22,1
2172,104102,COMLIT,4,23,22,1
2178,104102,COMLIT,4,17,17,1
2182,104102,COMLIT,4,25,25,1
2168,104105,COMLIT,4,34,25,2
2172,104105,COMLIT,4,30,5,1
2178,104105,COMLIT,4,35,18,2
2182,104105,COMLIT,4,22,10,1
2168,104106,COMLIT,4,77,14,4
2172,104106,COMLIT,4,91,26,6
2178,104106,COMLIT,4,30,18,4
2182,104106,COMLIT,4,111,24,7
2168,104107,COMLIT,4,10,3,7
2172,104107,COMLIT,4,10,0,3
2175,104107,COMLIT,4,10,0,2
2178,104107,COMLIT,4,8,6,7
2182,104107,COMLIT,4,6,3,3
2185,104107,COMLIT,4,10,0,2
2168,104110,COMLIT,4,61,41,1
2172,104110,COMLIT,4,28,9,1
2178,104110,COMLIT,4,80,80,1
2182,104110,COMLIT,4,34,32,1
2168,104111,COMLIT,4,18,11,1
2178,104111,COMLIT,4,18,0,1
2182,104111,COMLIT,4,9,9,1
2168,104112,COMLIT,1,15,7,1
2172,104112,COMLIT,1,999,0,1
2178,104112,COMLIT,1,15,4,1
2178,104115,COMLIT,4,17,0,1
2182,104115,COMLIT,4,15,2,1
2172,104119,COMLIT,4,10,1,1
2178,104119,COMLIT,4,10,2,1
2182,104119,COMLIT,4,5,0,1
2168,104120,COMLIT,4,20,2,1
2172,104120,COMLIT,4,15,6,1
2178,104120,COMLIT,4,20,0,1
2182,104120,COMLIT,4,10,0,1
2172,104121,COMLIT,4,15,7,1
2182,104121,COMLIT,4,10,3,1
2168,104123,COMLIT,4,17,5,1
2178,104123,COMLIT,4,17,0,1
2178,104125,COMLIT,4,18,18,1
2172,104126,COMLIT,4,20,0,1
2182,104126,COMLIT,4,15,15,1
2168,104130,COMLIT,1,0,0,1
2172,104130,COMLIT,1,18,6,1
2182,104130,COMLIT,1,18,0,1
