Term,CourseID,Course,Subject,CourseDescr,MaxUnits,AcadCareer,Component,AcadGroup,TotalCapacity,EnrlTotal,WLCapacity,WLTotal,TotalSections
2178,124164,EPS    C20,EPS,EARTHQUAKES,3.00,UGRD,LEC,CLS,410,410,40,12,2
2168,124165,NWMEDIA    C262,NWMEDIA,TANGIBLE UI,4.00,GRAD,LEC,COE,40,6,80,0,2
2168,124165,INFO    C262,INFO,TANGIBLE UI,4.00,GRAD,LEC,INFO,60,42,60,0,2
2178,124165,NWMEDIA    C262,NWMEDIA,TANGIBLE UI,4.00,GRAD,LEC,COE,40,8,80,0,2
2178,124165,INFO    C262,INFO,TANGIBLE UI,4.00,GRAD,LEC,INFO,40,36,40,0,2
2172,124168,CHEM    C230,CHEM,ENZYMOLOGY,2.00,GRAD,LEC,CCH,36,0,36,0,2
2168,124188,STAT    C245C,STAT,COMP TECH BIOSTAT,4.00,GRAD,LEC,CLS,30,16,2,0,2
2168,124188,PBHLTH    C240C,PBHLTH,COMP TECH BIOSTAT,4.00,GRAD,LEC,PBHLT,30,18,2,0,2
2178,124188,PBHLTH    C240C,PBHLTH,COMP TECH BIOSTAT,4.00,GRAD,LEC,PBHLT,0,0,2,0,2
2168,124194,MCELLBI    C116,MCELLBI,MICROBIAL DIVERSITY,3.00,UGRD,LEC,CLS,20,12,8,0,2
2168,124194,PLANTBI    C116,PLANTBI,MICROBIAL DIVERSITY,3.00,UGRD,LEC,CNR,50,44,16,0,2
2178,124194,MCELLBI    C116,MCELLBI,MICROBIAL DIVERSITY,3.00,UGRD,LEC,CLS,20,8,8,0,2
2178,124194,PLANTBI    C116,PLANTBI,MICROBIAL DIVERSITY,3.00,UGRD,LEC,CNR,50,38,16,0,2
2182,124195,POLSCI    C237A,POLSCI,POLITICAL ECONOMICS,3.00,GRAD,LEC,CLS,2,0,0,0,2
2168,124197,POLSCI    C236A,POLSCI,STATS SOCI SCI,4.00,GRAD,LEC,CLS,60,20,2,2,2
2168,124197,STAT    C239A,STAT,STATS SOCI SCI,4.00,GRAD,LEC,CLS,40,26,10,0,2
2178,124197,STAT    C239A,STAT,STATS SOCI SCI,4.00,GRAD,LEC,CLS,40,18,10,0,2
2178,124197,POLSCI    C236A,POLSCI,STATS SOCI SCI,4.00,GRAD,LEC,CLS,40,26,20,0,2
2172,124201,STAT    C245F,STAT,STAT GENOMICS,4.00,GRAD,LEC,CLS,30,16,10,0,2
2172,124201,PBHLTH    C240F,PBHLTH,STAT GENOMICS,4.00,GRAD,LEC,PBHLT,20,18,10,0,2
2182,124201,STAT    C245F,STAT,STAT GENOMICS,4.00,GRAD,LEC,CLS,30,18,10,0,2
2182,124201,PBHLTH    C240F,PBHLTH,STAT GENOMICS,4.00,GRAD,LEC,PBHLT,20,18,10,0,2
2168,124209,MATH    C103,MATH,INTRO MATH ECONOMIC,4.00,UGRD,LEC,CLS,52,50,0,0,2
2168,124209,ECON    C103,ECON,INTRO MATH ECONOMIC,4.00,UGRD,LEC,CLS,76,64,20,0,2
2172,124209,MATH    C103,MATH,INTRO MATH ECONOMIC,4.00,UGRD,LEC,CLS,60,24,0,0,2
2172,124209,ECON    C103,ECON,INTRO MATH ECONOMIC,4.00,UGRD,LEC,CLS,60,42,28,0,2
2178,124209,ECON    C103,ECON,INTRO MATH ECONOMIC,4.00,UGRD,LEC,CLS,70,0,20,0,2
2178,124209,MATH    C103,MATH,INTRO MATH ECONOMIC,4.00,UGRD,LEC,CLS,0,0,0,0,2
2182,124209,MATH    C103,MATH,INTRO MATH ECONOMIC,4.00,UGRD,LEC,CLS,60,46,0,0,2
2182,124209,ECON    C103,ECON,INTRO MATH ECONOMIC,4.00,UGRD,LEC,CLS,180,92,80,0,2
2172,124211,LS    C70T,LS,THE PLANETS,3.00,UGRD,LEC,CLS,201,144,30,0,3
2172,124211,ASTRON    C12,ASTRON,THE PLANETS,3.00,UGRD,LEC,CLS,210,210,0,0,3
2172,124211,EPS    C12,EPS,THE PLANETS,3.00,UGRD,LEC,CLS,300,222,60,0,3
2182,124211,LS    C70T,LS,THE PLANETS,3.00,UGRD,LEC,CLS,189,192,6,0,3
2182,124211,ASTRON    C12,ASTRON,THE PLANETS,3.00,UGRD,LEC,CLS,225,222,30,3,3
2182,124211,EPS    C12,EPS,THE PLANETS,3.00,UGRD,LEC,CLS,300,303,60,3,3
2172,124218,LINGUIS    C142,LINGUIS,LANGUAGE & THOU,3.00,UGRD,SEM,CLS,54,42,18,0,2
2172,124218,COGSCI    C142,COGSCI,LANGUAGE & THOU,3.00,UGRD,SEM,CLS,50,48,12,10,2
2175,124218,COGSCI    C142,COGSCI,LANGUAGE & THOU,3.00,UGRD,SEM,CLS,40,0,20,0,2
2175,124218,LINGUIS    C142,LINGUIS,LANGUAGE & THOU,3.00,UGRD,SEM,CLS,40,0,20,0,2
2182,124218,LINGUIS    C142,LINGUIS,LANGUAGE & THOU,3.00,UGRD,SEM,CLS,54,0,18,0,2
2182,124218,COGSCI    C142,COGSCI,LANGUAGE & THOU,3.00,UGRD,SEM,CLS,50,0,24,0,2
2172,124223,MECENG    C279,MECENG,INTRO STAT MECH,3.00,GRAD,LEC,COE,40,8,20,0,2
2172,124223,CIVENG    C235,CIVENG,INTRO STAT MECH,3.00,GRAD,LEC,COE,40,8,10,0,2
2168,124225,INTEGBI 158LF,INTEGBI,BIOL GEOMO TROP ISL,13.00,UGRD,LEC,CLS,30,20,10,0,2
2168,124225,ESPM    C107,ESPM,BIOL GEOMO TROP ISL,13.00,UGRD,LEC,CNR,30,26,10,0,2
2178,124225,ESPM    C107,ESPM,BIOL GEOMO TROP ISL,13.00,UGRD,LEC,CNR,26,18,10,0,2
2178,124225,INTEGBI 158LF,INTEGBI,BIOL GEOMO TROP ISL,13.00,UGRD,LEC,CLS,30,28,10,0,2
2182,124227,INTEGBI    C142L,INTEGBI,INTRO HUMAN OSTEO,6.00,UGRD,LEC,CLS,24,16,10,0,2
2182,124227,ANTHRO    C103,ANTHRO,INTRO HUMAN OSTEO,6.00,UGRD,LEC,CLS,16,16,10,0,2
2172,124228,PBHLTH    C202B,PBHLTH,ETHCULTHEALTH,4.00,GRAD,LEC,PBHLT,40,0,40,0,2
2172,124228,ESPM    C254,ESPM,ETHCULTHEALTH,4.00,GRAD,LEC,CNR,40,0,0,0,2
2182,124228,ESPM    C254,ESPM,ETHCULTHEALTH,4.00,GRAD,LEC,CNR,40,0,0,0,2
2168,124229,ANTHRO    C100,ANTHRO,HUMAN PALEONTOLOGY,5.00,UGRD,LEC,CLS,16,0,0,0,2
2172,124229,ANTHRO    C100,ANTHRO,HUMAN PALEONTOLOGY,5.00,UGRD,LEC,CLS,44,26,24,0,2
2172,124229,INTEGBI    C185L,INTEGBI,HUMAN PALEONTOLOGY,5.00,UGRD,LEC,CLS,72,28,20,0,2
2182,124229,ANTHRO    C100,ANTHRO,HUMAN PALEONTOLOGY,5.00,UGRD,LEC,CLS,44,0,24,0,2
2172,124230,LS    C180U,LS,WEALTH AND POVERTY,4.00,UGRD,LEC,CLS,360,316,58,0,2
2172,124230,PUBPOL    C103,PUBPOL,WEALTH AND POVERTY,4.00,UGRD,LEC,GSPP,110,103,300,2,2
2182,124230,LS    C180U,LS,WEALTH AND POVERTY,4.00,UGRD,LEC,CLS,214,170,18,4,2
2182,124230,PUBPOL    C103,PUBPOL,WEALTH AND POVERTY,4.00,UGRD,LEC,GSPP,130,136,600,0,2
2172,124235,CIVENG    C133,CIVENG,ENG ANALYFINITE MTH,3.00,UGRD,LEC,COE,48,28,30,0,2
2172,124235,MECENG    C180,MECENG,ENG ANALYFINITE MTH,3.00,UGRD,LEC,COE,102,98,30,0,2
2182,124235,CIVENG    C133,CIVENG,ENG ANALYFINITE MTH,3.00,UGRD,LEC,COE,48,46,40,0,2
2182,124235,MECENG    C180,MECENG,ENG ANALYFINITE MTH,3.00,UGRD,LEC,COE,100,100,0,0,2
2172,124242,ELENG    C219D,ELENG,CONCURRENT MOCS,3.00,GRAD,LEC,COE,0,0,20,0,2
2172,124242,COMPSCI    C219D,COMPSCI,CONCURRENT MOCS,3.00,GRAD,LEC,COE,0,0,0,0,2
2172,124245,INTEGBI    C195,INTEGBI,MHGH WKSHP,2.00,UGRD,LEC,CLS,8,4,8,0,2
2172,124245,PBHLTH    C117,PBHLTH,MHGH WKSHP,2.00,UGRD,LEC,PBHLT,20,14,20,0,2
2182,124245,INTEGBI    C195,INTEGBI,MHGH WKSHP,2.00,UGRD,LEC,CLS,8,6,8,0,2
2182,124245,PBHLTH    C117,PBHLTH,MHGH WKSHP,2.00,UGRD,LEC,PBHLT,20,12,20,0,2
2168,124246,ENGLISH    C77,ENGLISH,INT ENVIRON STUDIES,4.00,UGRD,LEC,CLS,68,68,0,0,2
2168,124246,ESPM    C12,ESPM,INT ENVIRON STUDIES,4.00,UGRD,LEC,CNR,188,188,60,2,2
2178,124246,ESPM    C12,ESPM,INT ENVIRON STUDIES,4.00,UGRD,LEC,CNR,180,0,36,0,2
2178,124246,ENGLISH    C77,ENGLISH,INT ENVIRON STUDIES,4.00,UGRD,LEC,CLS,0,0,0,0,2
2172,124248,EPS    C276,EPS,SEISM HAZ ANALYSIS,3.00,GRAD,LEC,CLS,50,10,50,0,2
2172,124248,CIVENG    C276,CIVENG,SEISM HAZ ANALYSIS,3.00,GRAD,LEC,COE,80,54,20,0,2
2178,124248,EPS    C276,EPS,SEISM HAZ ANALYSIS,3.00,GRAD,LEC,CLS,20,0,10,0,2
2182,124248,EPS    C276,EPS,SEISM HAZ ANALYSIS,3.00,GRAD,LEC,CLS,20,0,20,0,2
2182,124248,CIVENG    C276,CIVENG,SEISM HAZ ANALYSIS,3.00,GRAD,LEC,COE,60,42,20,0,2
2175,124249,EPS    W12,EPS,THE PLANETS,3.00,UGRD,WBL,CLS,300,42,0,0,2
2175,124249,ASTRON    W12,ASTRON,THE PLANETS,3.00,UGRD,WBL,CLS,300,174,0,0,2
2185,124249,EPS    W12,EPS,THE PLANETS,3.00,UGRD,WBL,CLS,300,24,0,0,2
2185,124249,ASTRON    W12,ASTRON,THE PLANETS,3.00,UGRD,WBL,CLS,300,170,0,0,2
2172,124251,ENVECON    C183,ENVECON,FOREST ECOSYST MGMT,4.00,UGRD,LEC,CNR,2,0,0,0,2
2182,124251,ENVECON    C183,ENVECON,FOREST ECOSYST MGMT,4.00,UGRD,LEC,CNR,2,0,0,0,2
2168,124259,ESPM    C211,ESPM,MOD EC METEOR PHEN,3.00,GRAD,LEC,CNR,14,0,2,0,2
2172,124260,CHEM    C234,CHEM,GREEN CHEMISTRY,3.00,GRAD,LEC,CCH,15,0,3,0,3
2172,124260,ESPM    C234,ESPM,GREEN CHEMISTRY,3.00,GRAD,LEC,CNR,15,0,15,0,3
2168,124261,PHYSED    C165,PHYSED,INTRO BIOMECH ANAL,4.00,UGRD,LEC,CLS,32,0,32,0,2
2168,124261,INTEGBI    C125L,INTEGBI,INTRO BIOMECH ANAL,4.00,UGRD,LEC,CLS,24,0,0,0,2
2178,124261,INTEGBI    C125L,INTEGBI,INTRO BIOMECH ANAL,4.00,UGRD,LEC,CLS,72,0,20,0,2
2168,124262,LS    C140V,LS,HUMAN RIGHTS,4.00,UGRD,LEC,CLS,138,128,60,0,2
2168,124262,HISTORY    C187,HISTORY,HUMAN RIGHTS,4.00,UGRD,LEC,CLS,138,128,30,0,2
2172,124264,NWMEDIA    C265,NWMEDIA,INTERFACE AESTHETIC,3.00,GRAD,LEC,COE,48,22,0,0,2
2172,124264,INFO    C265,INFO,INTERFACE AESTHETIC,3.00,GRAD,LEC,INFO,50,34,40,0,2
2182,124264,NWMEDIA    C265,NWMEDIA,INTERFACE AESTHETIC,3.00,GRAD,LEC,COE,48,24,40,2,2
2182,124264,INFO    C265,INFO,INTERFACE AESTHETIC,3.00,GRAD,LEC,INFO,46,44,42,0,2
2172,124265,MEDIAST    C104C,MEDIAST,HISTORY OF INFO,3.00,UGRD,LEC,CLS,0,0,0,0,4
2172,124265,INFO    C103,INFO,HISTORY OF INFO,3.00,UGRD,LEC,INFO,0,0,0,0,4
2172,124265,HISTORY    C192,HISTORY,HISTORY OF INFO,3.00,UGRD,LEC,CLS,0,0,0,0,4
2172,124265,COGSCI    C103,COGSCI,HISTORY OF INFO,3.00,UGRD,LEC,CLS,0,4,0,0,4
2182,124265,MEDIAST    C104C,MEDIAST,HISTORY OF INFO,3.00,UGRD,LEC,CLS,0,0,0,0,4
2172,124267,EPS    C182,EPS,ATMOS CHEM PHYS LAB,3.00,UGRD,LEC,CLS,30,26,10,0,2
2172,124267,CHEM    C182,CHEM,ATMOS CHEM PHYS LAB,3.00,UGRD,LEC,CCH,40,40,0,0,2
2182,124267,CHEM    C182,CHEM,ATMOS CHEM PHYS LAB,3.00,UGRD,LEC,CCH,32,32,32,4,2
2182,124267,EPS    C182,EPS,ATMOS CHEM PHYS LAB,3.00,UGRD,LEC,CLS,34,36,16,0,2
2168,124268,PHYSICS    C285,PHYSICS,THEOR ASTROPHYS SEM,1.00,GRAD,LEC,CLS,50,2,50,0,2
2168,124268,ASTRON    C285,ASTRON,THEOR ASTROPHYS SEM,1.00,GRAD,LEC,CLS,50,6,50,0,2
2172,124268,PHYSICS    C285,PHYSICS,THEOR ASTROPHYS SEM,1.00,GRAD,LEC,CLS,42,0,10,0,2
2172,124268,ASTRON    C285,ASTRON,THEOR ASTROPHYS SEM,1.00,GRAD,LEC,CLS,42,6,6,0,2
2178,124268,PHYSICS    C285,PHYSICS,THEOR ASTROPHYS SEM,1.00,GRAD,LEC,CLS,50,4,50,0,2
2178,124268,ASTRON    C285,ASTRON,THEOR ASTROPHYS SEM,1.00,GRAD,LEC,CLS,50,16,50,0,2
2182,124268,PHYSICS    C285,PHYSICS,THEOR ASTROPHYS SEM,1.00,GRAD,LEC,CLS,42,0,10,0,2
2182,124268,ASTRON    C285,ASTRON,THEOR ASTROPHYS SEM,1.00,GRAD,LEC,CLS,42,12,6,0,2
2168,124269,BIOENG    C119,BIOENG,ORTHOP BIOMECH,4.00,UGRD,LEC,COE,20,18,50,0,2
2168,124269,MECENG    C176,MECENG,ORTHOP BIOMECH,4.00,UGRD,LEC,COE,66,66,60,0,2
2178,124269,BIOENG    C119,BIOENG,ORTHOP BIOMECH,4.00,UGRD,LEC,COE,20,16,20,0,2
2178,124269,MECENG    C176,MECENG,ORTHOP BIOMECH,4.00,UGRD,LEC,COE,70,54,60,0,2
2168,124271,PHYSICS    C202,PHYSICS,ASTROPH FLUID DYNAM,4.00,GRAD,LEC,CLS,0,0,0,0,2
2172,124271,PHYSICS    C202,PHYSICS,ASTROPH FLUID DYNAM,4.00,GRAD,LEC,CLS,20,6,10,0,2
2172,124271,ASTRON    C202,ASTRON,ASTROPH FLUID DYNAM,4.00,GRAD,LEC,CLS,20,18,6,0,2
2178,124271,PHYSICS    C202,PHYSICS,ASTROPH FLUID DYNAM,4.00,GRAD,LEC,CLS,0,0,0,0,2
2182,124271,PHYSICS    C202,PHYSICS,ASTROPH FLUID DYNAM,4.00,GRAD,LEC,CLS,40,4,0,0,2
2182,124271,ASTRON    C202,ASTRON,ASTROPH FLUID DYNAM,4.00,GRAD,LEC,CLS,20,20,6,0,2
2168,124272,PHYSICS    C207,PHYSICS,RAD PROC IN ASTRON,4.00,GRAD,LEC,CLS,70,6,16,0,2
2168,124272,ASTRON    C207,ASTRON,RAD PROC IN ASTRON,4.00,GRAD,LEC,CLS,50,12,10,0,2
2178,124272,PHYSICS    C207,PHYSICS,RAD PROC IN ASTRON,4.00,GRAD,LEC,CLS,70,8,16,0,2
2178,124272,ASTRON    C207,ASTRON,RAD PROC IN ASTRON,4.00,GRAD,LEC,CLS,50,24,10,0,2
2168,124277,ECON    C102,ECON,NAT RES ECON,4.00,UGRD,LEC,CLS,100,92,30,0,2
2168,124277,ENVECON    C102,ENVECON,NAT RES ECON,4.00,UGRD,LEC,CNR,120,120,40,2,2
2178,124277,ECON    C102,ECON,NAT RES ECON,4.00,UGRD,LEC,CLS,94,90,18,0,2
2178,124277,ENVECON    C102,ENVECON,NAT RES ECON,4.00,UGRD,LEC,CNR,166,152,60,0,2
2168,124279,AFRICAM    C265,AFRICAM,RACE & EDU POLICY,3.00,GRAD,SEM,CLS,10,4,0,0,2
2168,124279,EDUC    C265C,EDUC,RACE & EDU POLICY,3.00,GRAD,SEM,GSE,40,18,20,0,2
2178,124279,EDUC    C265C,EDUC,RACE & EDU POLICY,3.00,GRAD,SEM,GSE,30,0,20,0,2
2178,124279,AFRICAM    C265,AFRICAM,RACE & EDU POLICY,3.00,GRAD,SEM,CLS,30,24,0,0,2
2168,124281,ELENG    C220B,ELENG,EXP ADV CTRL DES I,3.00,GRAD,LEC,COE,14,12,50,0,2
2168,124281,MECENG    C231A,MECENG,EXP ADV CTRL DES I,3.00,GRAD,LEC,COE,190,130,20,0,2
2178,124281,ELENG    C220B,ELENG,EXP ADV CTRL DES I,3.00,GRAD,LEC,COE,50,20,50,0,2
2178,124281,MECENG    C231A,MECENG,EXP ADV CTRL DES I,3.00,GRAD,LEC,COE,150,138,20,0,2
2172,124282,ELENG    C220C,ELENG,EXPERIENTAL CNTR II,3.00,GRAD,LEC,COE,30,4,30,0,2
2172,124282,MECENG    C231B,MECENG,EXPERIENTAL CNTR II,3.00,GRAD,LEC,COE,90,70,0,0,2
2182,124282,ELENG    C220C,ELENG,EXPERIENTAL CNTR II,3.00,GRAD,LEC,COE,30,6,30,0,2
2182,124282,MECENG    C231B,MECENG,EXPERIENTAL CNTR II,3.00,GRAD,LEC,COE,120,84,50,0,2
2168,124283,ELENG    C220A,ELENG,ADV CONTRL SYS I,3.00,GRAD,LEC,COE,30,8,40,0,2
2168,124283,MECENG    C232,MECENG,ADV CONTRL SYS I,3.00,GRAD,LEC,COE,120,94,50,0,2
2178,124283,ELENG    C220A,ELENG,ADV CONTRL SYS I,3.00,GRAD,LEC,COE,30,10,40,0,2
2178,124283,MECENG    C232,MECENG,ADV CONTRL SYS I,3.00,GRAD,LEC,COE,100,80,50,0,2
2168,124287,ENVECON    C101,ENVECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CNR,240,0,80,0,2
2172,124287,ECON    C125,ECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CLS,72,72,12,0,2
2172,124287,ENVECON    C101,ENVECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CNR,352,360,120,0,2
2175,124287,ECON    C125,ECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CLS,0,0,0,0,2
2175,124287,ENVECON    C101,ENVECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CNR,100,56,20,0,2
2178,124287,ENVECON    C101,ENVECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CNR,240,0,80,0,2
2182,124287,ECON    C125,ECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CLS,170,154,60,0,2
2182,124287,ENVECON    C101,ENVECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CNR,370,356,80,0,2
2185,124287,ECON    C125,ECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CLS,0,0,0,0,2
2185,124287,ENVECON    C101,ENVECON,ENVIRONMENTAL ECON,4.00,UGRD,LEC,CNR,100,98,20,14,2
2172,124289,SOCIOL 137AC,SOCIOL,ENVIRO JUST:EQUITY,4.00,UGRD,LEC,CLS,46,42,0,0,2
2172,124289,ESPM 163AC,ESPM,ENVIRO JUST:EQUITY,4.00,UGRD,LEC,CNR,290,288,56,0,2
2182,124289,SOCIOL 137AC,SOCIOL,ENVIRO JUST:EQUITY,4.00,UGRD,LEC,CLS,42,42,0,0,2
2182,124289,ESPM 163AC,ESPM,ENVIRO JUST:EQUITY,4.00,UGRD,LEC,CNR,300,292,52,0,2
2168,124294,ELENG    C213,ELENG,SOFT X-RAYS/EUV RAD,3.00,GRAD,LEC,COE,14,6,14,0,2
2168,124294,AST    C210,AST,SOFT X-RAYS/EUV RAD,3.00,GRAD,LEC,COE,26,22,0,0,2
2178,124294,ELENG    C213,ELENG,SOFT X-RAYS/EUV RAD,3.00,GRAD,LEC,COE,20,18,14,0,2
2178,124294,AST    C210,AST,SOFT X-RAYS/EUV RAD,3.00,GRAD,LEC,COE,20,20,10,0,2
2182,124295,ENGLISH 107,ENGLISH,BIBLE/LIT,4.00,UGRD,LEC,CLS,96,95,0,0,1
2172,124298,ESPM    C128,ESPM,CHEMISTRY OF SOILS,3.00,UGRD,LEC,CNR,30,16,10,0,2
2172,124298,CIVENG    C116,CIVENG,CHEMISTRY OF SOILS,3.00,UGRD,LEC,COE,30,20,20,0,2
2182,124298,ESPM    C128,ESPM,CHEMISTRY OF SOILS,3.00,UGRD,LEC,CNR,14,14,10,0,2
2182,124298,CIVENG    C116,CIVENG,CHEMISTRY OF SOILS,3.00,UGRD,LEC,COE,80,70,20,0,2
2168,124300,STAT    C245B,STAT,SURVIVAL ANALYSIS,4.00,GRAD,LEC,CLS,30,0,10,0,2
2178,124300,STAT    C245B,STAT,SURVIVAL ANALYSIS,4.00,GRAD,LEC,CLS,60,6,60,0,2
2178,124300,PBHLTH    C240B,PBHLTH,SURVIVAL ANALYSIS,4.00,GRAD,LEC,PBHLT,60,20,60,0,2
2168,124301,POLECON    C196W,POLECON,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2168,124301,SOCIOL    C196W,SOCIOL,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2168,124301,POLSCI    C196W,POLSCI,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,320,0,320,0,8
2168,124301,MEDIAST    C196W,MEDIAST,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2168,124301,HISTORY    C196W,HISTORY,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2172,124301,HISTART    C196W,HISTART,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,799,0,0,0,8
2172,124301,POLECON    C196W,POLECON,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,48,0,48,0,8
2172,124301,MEDIAST    C196W,MEDIAST,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2172,124301,GWS    C196W,GWS,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,799,0,0,0,8
2172,124301,POLSCI    C196W,POLSCI,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,0,0,0,0,8
2172,124301,SOCIOL    C196W,SOCIOL,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,799,0,0,0,8
2178,124301,POLECON    C196W,POLECON,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2178,124301,MEDIAST    C196W,MEDIAST,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2178,124301,SOCIOL    C196W,SOCIOL,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2178,124301,POLSCI    C196W,POLSCI,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,320,0,320,0,8
2182,124301,POLECON    C196W,POLECON,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,48,0,24,0,8
2182,124301,GWS    C196W,GWS,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,799,0,0,0,8
2182,124301,SOCIOL    C196W,SOCIOL,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,799,0,0,0,8
2182,124301,HISTART    C196W,HISTART,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,799,0,0,0,8
2182,124301,POLSCI    C196W,POLSCI,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,200,0,0,0,8
2182,124301,MEDIAST    C196W,MEDIAST,SPECIAL RESEARCH,10.50,UGRD,SEM,CLS,40,0,40,0,8
2168,124302,ESPM    C220,ESPM,STABLE ISOTOPE ECOL,5.00,GRAD,LEC,CNR,30,0,3,0,3
2172,124302,ESPM    C220,ESPM,STABLE ISOTOPE ECOL,5.00,GRAD,LEC,CNR,30,0,30,0,3
2168,124303,LDARCH    C242,LDARCH,CIT INVLV CITY PLNG,3.00,GRAD,LEC,CED,30,4,30,0,2
2168,124303,CYPLAN    C261,CYPLAN,CIT INVLV CITY PLNG,3.00,GRAD,LEC,CED,20,8,20,0,2
2178,124303,LDARCH    C242,LDARCH,CIT INVLV CITY PLNG,3.00,GRAD,LEC,CED,30,12,30,0,2
2178,124303,CYPLAN    C261,CYPLAN,CIT INVLV CITY PLNG,3.00,GRAD,LEC,CED,20,12,20,0,2
2172,124304,MCELLBI    C148,MCELLBI,MICRO GENOM AND GEN,4.00,UGRD,LEC,CLS,60,44,10,0,2
2172,124304,PLANTBI    C148,PLANTBI,MICRO GENOM AND GEN,4.00,UGRD,LEC,CNR,130,98,20,0,2
2182,124304,MCELLBI    C148,MCELLBI,MICRO GENOM AND GEN,4.00,UGRD,LEC,CLS,100,58,0,0,2
2182,124304,PLANTBI    C148,PLANTBI,MICRO GENOM AND GEN,4.00,UGRD,LEC,CNR,100,96,20,0,2
2172,124305,ESPM    C216,ESPM,FRESHWATER ECOLOGY,3.00,GRAD,LEC,CNR,14,0,6,0,2
2182,124305,ESPM    C216,ESPM,FRESHWATER ECOLOGY,3.00,GRAD,LEC,CNR,14,0,6,0,2
2182,124310,BIOENG    C222,BIOENG,ADV STR ASPT BIOMEC,4.00,GRAD,LEC,COE,24,22,20,0,2
2182,124310,MECENG    C215,MECENG,ADV STR ASPT BIOMEC,4.00,GRAD,LEC,COE,40,32,50,0,2
2182,124313,BIOENG    C117,BIOENG,STRUCT ASP BIOMATER,4.00,UGRD,LEC,COE,36,36,20,0,2
2182,124313,MECENG    C117,MECENG,STRUCT ASP BIOMATER,4.00,UGRD,LEC,COE,60,56,50,0,2
2168,124316,PBHLTH    C253,PBHLTH,FOUNDATIONS OF PH,2.00,GRAD,SEM,PBHLT,20,18,36,0,2
2168,124316,DEVP    C232,DEVP,FOUNDATIONS OF PH,2.00,GRAD,SEM,CNR,80,48,30,0,2
2178,124316,PBHLTH    C253,PBHLTH,FOUNDATIONS OF PH,2.00,GRAD,SEM,PBHLT,20,8,36,0,2
2178,124316,DEVP    C232,DEVP,FOUNDATIONS OF PH,2.00,GRAD,SEM,CNR,80,54,30,0,2
2178,124318,LS    C30T,LS,DRUGS AND THE BRAIN,3.00,UGRD,LEC,CLS,417,408,15,0,3
2178,124318,PSYCH    C19,PSYCH,DRUGS AND THE BRAIN,3.00,UGRD,LEC,CLS,504,447,0,0,3
2178,124318,MCELLBI    C62,MCELLBI,DRUGS AND THE BRAIN,3.00,UGRD,LEC,CLS,100,966,0,0,3
2182,124322,LS    C60U,LS,MARXNIETZSCHEFREUD,4.00,UGRD,LEC,CLS,94,90,2,0,2
2182,124322,GERMAN    C25,GERMAN,MARXNIETZSCHEFREUD,4.00,UGRD,LEC,CLS,114,110,0,0,2
2172,124323,COGSCI    C140,COGSCI,QUANTITATIVE METHOD,4.00,UGRD,LEC,CLS,40,30,0,0,2
2172,124323,LINGUIS    C160,LINGUIS,QUANTITATIVE METHOD,4.00,UGRD,LEC,CLS,58,54,0,0,2
2178,124323,COGSCI    C140,COGSCI,QUANTITATIVE METHOD,4.00,UGRD,LEC,CLS,60,0,30,0,2
2178,124323,LINGUIS    C160,LINGUIS,QUANTITATIVE METHOD,4.00,UGRD,LEC,CLS,60,0,20,0,2
2182,124323,COGSCI    C140,COGSCI,QUANTITATIVE METHOD,4.00,UGRD,LEC,CLS,50,0,24,0,2
2182,124323,LINGUIS    C160,LINGUIS,QUANTITATIVE METHOD,4.00,UGRD,LEC,CLS,50,0,20,0,2
