Term,CourseID,Course,Subject,CourseDescr,MaxUnits,AcadCareer,Component,AcadGroup,TotalCapacity,EnrlTotal,WLCapacity,WLTotal,TotalSections
2168,104784,DEMOG 296,DEMOG,ADV RESEARCH TECH,4.00,GRAD,SEM,CLS,25,5,25,0,1
2178,104784,DEMOG 296,DEMOG,ADV RESEARCH TECH,4.00,GRAD,SEM,CLS,25,5,25,0,1
2168,104785,DEMOG 298,DEMOG,DIRECTED READING,12.00,GRAD,IND,CLS,80,4,80,0,6
2172,104785,DEMOG 298,DEMOG,DIRECTED READING,12.00,GRAD,IND,CLS,50,8,50,0,5
2178,104785,DEMOG 298,DEMOG,DIRECTED READING,12.00,GRAD,IND,CLS,76,5,50,0,6
2182,104785,DEMOG 298,DEMOG,DIRECTED READING,12.00,GRAD,IND,CLS,50,5,50,0,5
2168,104786,DEMOG 299,DEMOG,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,70,6,70,0,5
2172,104786,DEMOG 299,DEMOG,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,50,6,50,0,5
2175,104786,DEMOG 299,DEMOG,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,25,1,20,0,5
2178,104786,DEMOG 299,DEMOG,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,70,3,70,0,5
2182,104786,DEMOG 299,DEMOG,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,50,4,50,0,5
2185,104786,DEMOG 299,DEMOG,DIRECTED RESEARCH,12.00,GRAD,IND,CLS,25,0,20,0,5
2168,104787,DEMOG 301,DEMOG,GSI TRAINING,6.00,GRAD,SEM,CLS,40,0,40,0,2
2178,104787,DEMOG 301,DEMOG,GSI TRAINING,6.00,GRAD,SEM,CLS,40,0,40,0,2
2185,104788,DEMOG   5,DEMOG,FUND POPUL SCI,3.00,UGRD,LEC,CLS,110,12,20,0,2
2168,104789,DEMOG 601,DEMOG,INDIVIDUAL STUDY,8.00,GRAD,IND,CLS,28,0,28,0,4
2178,104789,DEMOG 601,DEMOG,INDIVIDUAL STUDY,8.00,GRAD,IND,CLS,28,0,28,0,4
2168,104790,DEMOG 602,DEMOG,IND ST FOR DOCT STU,8.00,GRAD,IND,CLS,28,2,28,0,4
2172,104790,DEMOG 602,DEMOG,IND ST FOR DOCT STU,8.00,GRAD,IND,CLS,50,1,50,0,5
2178,104790,DEMOG 602,DEMOG,IND ST FOR DOCT STU,8.00,GRAD,IND,CLS,28,1,28,0,4
2182,104790,DEMOG 602,DEMOG,IND ST FOR DOCT STU,8.00,GRAD,IND,CLS,50,1,50,0,5
2168,104792,DEMOG  98,DEMOG,DIRECTED GROUP STDY,4.00,UGRD,TUT,CLS,16,15,15,0,1
2172,104792,DEMOG  98,DEMOG,DIRECTED GROUP STDY,4.00,UGRD,TUT,CLS,15,0,5,0,1
2178,104792,DEMOG  98,DEMOG,DIRECTED GROUP STDY,4.00,UGRD,TUT,CLS,24,24,15,0,1
2182,104792,DEMOG  98,DEMOG,DIRECTED GROUP STDY,4.00,UGRD,TUT,CLS,20,0,5,0,1
2175,104793,DEMOG    N298,DEMOG,DIRECTED READING,8.00,GRAD,IND,CLS,25,2,20,0,5
2185,104793,DEMOG    N298,DEMOG,DIRECTED READING,8.00,GRAD,IND,CLS,25,1,20,0,5
2168,104795,DESINV 190,DESINV,SPEC TOPICS DES INV,4.00,UGRD,LEC,COE,51,39,3,0,3
2172,104795,DESINV 190,DESINV,SPEC TOPICS DES INV,4.00,UGRD,LEC,COE,40,35,0,0,3
2175,104795,DESINV 190,DESINV,SPEC TOPICS DES INV,4.00,UGRD,LEC,COE,30,28,15,0,1
2178,104795,DESINV 190,DESINV,SPEC TOPICS DES INV,4.00,UGRD,LEC,COE,50,34,15,0,2
2182,104795,DESINV 190,DESINV,SPEC TOPICS DES INV,4.00,UGRD,LEC,COE,23,22,10,0,2
2185,104795,DESINV 190,DESINV,SPEC TOPICS DES INV,4.00,UGRD,LEC,COE,30,0,15,0,1
2172,104798,DEVENG 210,DEVENG,DEV ENG RESEARCH,2.00,GRAD,SEM,COE,30,8,10,0,1
2182,104798,DEVENG 210,DEVENG,DEV ENG RESEARCH,2.00,GRAD,SEM,COE,30,13,15,0,1
2168,104800,DEVP 222,DEVP,ECONSUSTAINRESDEV,3.00,GRAD,LEC,CNR,35,24,15,0,1
2178,104800,DEVP 222,DEVP,ECONSUSTAINRESDEV,3.00,GRAD,LEC,CNR,35,28,15,0,1
2172,104801,DEVP 225,DEVP,INNOVPRODDEVMARKET,3.00,GRAD,LEC,CNR,30,15,30,0,1
2182,104801,DEVP 225,DEVP,INNOVPRODDEVMARKET,3.00,GRAD,LEC,CNR,30,16,30,0,1
2172,104802,DEVP 227,DEVP,NATURALRESMGMT,2.00,GRAD,LEC,CNR,30,15,30,0,1
2182,104802,DEVP 227,DEVP,NATURALRESMGMT,2.00,GRAD,LEC,CNR,30,21,30,0,1
2168,104803,DEVP 228,DEVP,STRATPLANPROJMGMT,3.00,GRAD,LEC,CNR,35,25,15,0,1
2178,104803,DEVP 228,DEVP,STRATPLANPROJMGMT,3.00,GRAD,LEC,CNR,30,29,15,0,1
2172,104805,DEVP 233,DEVP,LAWPOLITICSPOLICY,3.00,GRAD,LEC,CNR,31,30,30,0,1
2182,104805,DEVP 233,DEVP,LAWPOLITICSPOLICY,3.00,GRAD,LEC,CNR,31,32,30,0,1
2172,104807,DEVP 237,DEVP,LEADCONFLICTCOMMDEV,3.00,GRAD,LEC,CNR,30,23,30,0,1
2182,104807,DEVP 237,DEVP,LEADCONFLICTCOMMDEV,3.00,GRAD,LEC,CNR,30,30,30,0,1
2168,104808,DEVP 239,DEVP,MULTDISCIPLINARYSEM,2.00,GRAD,LEC,CNR,70,48,30,0,2
2172,104808,DEVP 239,DEVP,MULTDISCIPLINARYSEM,2.00,GRAD,LEC,CNR,56,48,60,0,2
2178,104808,DEVP 239,DEVP,MULTDISCIPLINARYSEM,2.00,GRAD,LEC,CNR,60,49,30,0,2
2182,104808,DEVP 239,DEVP,MULTDISCIPLINARYSEM,2.00,GRAD,LEC,CNR,50,49,60,0,2
2172,104809,DEVP 246,DEVP,TRANSBOUNDARY WATER,3.00,GRAD,LEC,CNR,35,0,30,0,1
2182,104809,DEVP 246,DEVP,TRANSBOUNDARY WATER,3.00,GRAD,LEC,CNR,35,0,30,0,1
2168,104810,DEVP 295,DEVP,ASSESS INTL PROJ,1.00,GRAD,LEC,CNR,35,21,15,0,1
2178,104810,DEVP 295,DEVP,ASSESS INTL PROJ,1.00,GRAD,LEC,CNR,35,0,15,0,1
2168,104811,DEVP 299,DEVP,SUPERV INDEP STUDY,4.00,GRAD,IND,CNR,30,1,30,0,1
2172,104811,DEVP 299,DEVP,SUPERV INDEP STUDY,4.00,GRAD,IND,CNR,25,14,0,0,1
2178,104811,DEVP 299,DEVP,SUPERV INDEP STUDY,4.00,GRAD,IND,CNR,30,2,30,0,1
2182,104811,DEVP 299,DEVP,SUPERV INDEP STUDY,4.00,GRAD,IND,CNR,26,7,0,0,2
2168,104817,DEVSTD 150,DEVSTD,ADV STUDY DEV STUDY,4.00,UGRD,LEC,CLS,26,23,5,1,2
2178,104817,DEVSTD 150,DEVSTD,ADV STUDY DEV STUDY,4.00,UGRD,LEC,CLS,36,28,15,0,2
2168,104818,DEVSTD 192,DEVSTD,SENIOR THESIS,3.00,UGRD,IND,CLS,999,1,0,0,1
2172,104818,DEVSTD 192,DEVSTD,SENIOR THESIS,3.00,UGRD,IND,CLS,1,1,0,0,1
2178,104818,DEVSTD 192,DEVSTD,SENIOR THESIS,3.00,UGRD,IND,CLS,999,0,0,0,1
2182,104818,DEVSTD 192,DEVSTD,SENIOR THESIS,3.00,UGRD,IND,CLS,2,2,0,0,2
2168,104820,DEVSTD 197,DEVSTD,FIELD STUDY,4.00,UGRD,FLD,CLS,1,1,0,0,1
2175,104820,DEVSTD 197,DEVSTD,FIELD STUDY,4.00,UGRD,FLD,CLS,3,0,11,0,3
2178,104820,DEVSTD 197,DEVSTD,FIELD STUDY,4.00,UGRD,FLD,CLS,1,0,0,0,1
2168,104821,DEVSTD 198,DEVSTD,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,999,0,0,0,1
2172,104821,DEVSTD 198,DEVSTD,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,25,5,15,0,1
2178,104821,DEVSTD 198,DEVSTD,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,999,0,0,0,1
2182,104821,DEVSTD 198,DEVSTD,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,25,0,15,0,1
2168,104823,DEVSTD  24,DEVSTD,FRESHMAN SEMINAR,1.00,UGRD,SEM,CLS,15,0,7,0,1
2178,104823,DEVSTD  24,DEVSTD,FRESHMAN SEMINAR,1.00,UGRD,SEM,CLS,15,0,7,0,1
2172,104825,DEVSTD    H195,DEVSTD,HONORS SEMINAR,4.00,UGRD,SEM,CLS,5,3,0,0,1
2182,104825,DEVSTD    H195,DEVSTD,HONORS SEMINAR,4.00,UGRD,SEM,CLS,5,2,0,0,1
2168,105042,DUTCH   1,DUTCH,ELEM DUTCH,5.00,UGRD,LEC,CLS,10,9,5,0,1
2178,105042,DUTCH   1,DUTCH,ELEM DUTCH,5.00,UGRD,LEC,CLS,11,11,0,0,1
2182,105042,DUTCH   1,DUTCH,ELEM DUTCH,5.00,UGRD,LEC,CLS,20,15,5,0,1
2172,105044,DUTCH 100,DUTCH,DUTCH READ KNOWLEDG,3.00,UGRD,LEC,CLS,7,5,0,0,1
2182,105044,DUTCH 100,DUTCH,DUTCH READ KNOWLEDG,3.00,UGRD,LEC,CLS,20,6,5,0,1
2168,105046,DUTCH 110,DUTCH,ADVANCED DUTCH,4.00,UGRD,LEC,CLS,10,7,5,0,1
2178,105046,DUTCH 110,DUTCH,ADVANCED DUTCH,4.00,UGRD,LEC,CLS,5,5,0,0,1
2172,105050,DUTCH 125,DUTCH,ORAL/WRITTEN STYLE,4.00,UGRD,LEC,CLS,10,7,0,0,1
2172,105061,DUTCH 166,DUTCH,ANNE FRANK & AFTER,4.00,UGRD,LEC,CLS,39,38,0,0,1
2168,105064,DUTCH 171AC,DUTCH,NEW NETHERLAND,4.00,UGRD,LEC,CLS,76,77,0,0,1
2178,105064,DUTCH 171AC,DUTCH,NEW NETHERLAND,4.00,UGRD,LEC,CLS,80,77,0,0,1
2175,105069,DUTCH 177,DUTCH,DUTCH ART HIST/LIT,6.00,UGRD,LEC,CLS,30,21,30,0,1
2185,105069,DUTCH 177,DUTCH,DUTCH ART HIST/LIT,6.00,UGRD,LEC,CLS,30,23,30,0,1
2168,105072,DUTCH 190,DUTCH,SENIOR THESIS,4.00,UGRD,IND,CLS,5,0,5,0,1
2172,105072,DUTCH 190,DUTCH,SENIOR THESIS,4.00,UGRD,IND,CLS,4,0,4,0,1
2178,105072,DUTCH 190,DUTCH,SENIOR THESIS,4.00,UGRD,IND,CLS,5,0,5,0,1
2182,105072,DUTCH 190,DUTCH,SENIOR THESIS,4.00,UGRD,IND,CLS,4,0,4,0,1
2168,105073,DUTCH 198,DUTCH,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,5,0,5,0,1
2172,105073,DUTCH 198,DUTCH,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,5,0,5,0,1
2178,105073,DUTCH 198,DUTCH,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,5,0,5,0,1
2182,105073,DUTCH 198,DUTCH,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,5,0,5,0,1
2168,105074,DUTCH 199,DUTCH,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,5,0,5,0,1
2172,105074,DUTCH 199,DUTCH,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,8,0,8,0,2
2175,105074,DUTCH 199,DUTCH,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,10,0,10,0,2
2178,105074,DUTCH 199,DUTCH,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,5,0,5,0,1
2182,105074,DUTCH 199,DUTCH,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,8,0,8,0,2
2185,105074,DUTCH 199,DUTCH,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,10,0,10,0,2
2172,105075,DUTCH   2,DUTCH,ELEM DUTCH,5.00,UGRD,LEC,CLS,10,7,0,0,1
2182,105075,DUTCH   2,DUTCH,ELEM DUTCH,5.00,UGRD,LEC,CLS,20,10,5,0,1
2168,105081,DUTCH 299,DUTCH,IND GRAD STUDIES,8.00,GRAD,IND,CLS,10,1,10,0,2
2172,105081,DUTCH 299,DUTCH,IND GRAD STUDIES,8.00,GRAD,IND,CLS,14,1,14,0,3
2175,105081,DUTCH 299,DUTCH,IND GRAD STUDIES,8.00,GRAD,IND,CLS,5,0,5,0,1
2178,105081,DUTCH 299,DUTCH,IND GRAD STUDIES,8.00,GRAD,IND,CLS,10,0,10,0,2
2182,105081,DUTCH 299,DUTCH,IND GRAD STUDIES,8.00,GRAD,IND,CLS,14,0,14,0,3
2185,105081,DUTCH 299,DUTCH,IND GRAD STUDIES,8.00,GRAD,IND,CLS,5,0,5,0,1
2168,105086,DUTCH    H196,DUTCH,DUTCH HONORS,4.00,UGRD,IND,CLS,5,0,5,0,1
2172,105086,DUTCH    H196,DUTCH,DUTCH HONORS,4.00,UGRD,IND,CLS,5,0,5,0,1
2175,105086,DUTCH    H196,DUTCH,DUTCH HONORS,4.00,UGRD,IND,CLS,5,0,5,0,1
2178,105086,DUTCH    H196,DUTCH,DUTCH HONORS,4.00,UGRD,IND,CLS,5,0,5,0,1
2182,105086,DUTCH    H196,DUTCH,DUTCH HONORS,4.00,UGRD,IND,CLS,5,0,5,0,1
2185,105086,DUTCH    H196,DUTCH,DUTCH HONORS,4.00,UGRD,IND,CLS,5,0,5,0,1
2182,105112,EALANG 101,EALANG,"CATASTR,MEM,NARR",4.00,UGRD,LEC,CLS,5,0,10,0,1
2172,105116,EALANG 105,EALANG,ROMANTIC VALUES,4.00,UGRD,LEC,CLS,30,36,30,0,1
2175,105116,EALANG 105,EALANG,ROMANTIC VALUES,4.00,UGRD,LEC,CLS,30,27,10,0,1
2182,105116,EALANG 105,EALANG,ROMANTIC VALUES,4.00,UGRD,LEC,CLS,30,34,0,0,1
2185,105116,EALANG 105,EALANG,ROMANTIC VALUES,4.00,UGRD,LEC,CLS,30,18,10,0,1
2172,105121,EALANG 110,EALANG,BIO-ETHICAL ISSUES,4.00,UGRD,LEC,CLS,30,27,30,0,1
2172,105122,EALANG 112,EALANG,EAST ASIAN SIXTIES,4.00,UGRD,LEC,CLS,30,22,30,0,1
2175,105125,EALANG 181,EALANG,EA FILM: GENRE,4.00,UGRD,LEC,CLS,30,11,10,0,1
2185,105125,EALANG 181,EALANG,EA FILM: GENRE,4.00,UGRD,LEC,CLS,30,6,10,0,1
2172,105126,EALANG 191,EALANG,TOOLS AND METHODS,4.00,UGRD,LEC,CLS,30,20,30,0,1
2182,105126,EALANG 191,EALANG,TOOLS AND METHODS,4.00,UGRD,LEC,CLS,30,31,0,0,1
2168,105127,EALANG 198,EALANG,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,10,0,10,0,1
2172,105127,EALANG 198,EALANG,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,15,0,15,0,1
2168,105128,EALANG 199,EALANG,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,10,0,10,0,1
2172,105128,EALANG 199,EALANG,SUPERV INDEP STUDY,4.00,UGRD,IND,CLS,10,0,10,0,1
2168,105129,EALANG 200,EALANG,PROSEMINAR,4.00,GRAD,SEM,CLS,10,7,10,0,1
2178,105131,EALANG 204,EALANG,TOPICS EA STUDIES,4.00,GRAD,SEM,CLS,15,7,3,0,1
2182,105131,EALANG 204,EALANG,TOPICS EA STUDIES,4.00,GRAD,SEM,CLS,15,6,3,0,1
2182,105162,EALANG  84,EALANG,SOPHOMORE SEMINAR,2.00,UGRD,SEM,CLS,18,15,0,0,1
2168,105163,EALANG  98,EALANG,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,10,0,10,0,1
2172,105163,EALANG  98,EALANG,DIRECTED GROUP STDY,4.00,UGRD,GRP,CLS,15,0,15,0,1
2168,105168,ECON   1,ECON,INTRO TO ECONOMICS,4.00,UGRD,LEC,CLS,660,658,16,1,1
2172,105168,ECON   1,ECON,INTRO TO ECONOMICS,4.00,UGRD,LEC,CLS,600,569,110,0,1
2175,105168,ECON   1,ECON,INTRO TO ECONOMICS,4.00,UGRD,LEC,CLS,240,196,50,1,1
2178,105168,ECON   1,ECON,INTRO TO ECONOMICS,4.00,UGRD,LEC,CLS,720,720,42,15,1
2182,105168,ECON   1,ECON,INTRO TO ECONOMICS,4.00,UGRD,LEC,CLS,600,595,100,0,1
2185,105168,ECON   1,ECON,INTRO TO ECONOMICS,4.00,UGRD,LEC,CLS,240,168,50,1,1
2168,105169,ECON 100A,ECON,MICRO ANALYSIS,4.00,UGRD,LEC,CLS,450,448,27,12,1
2172,105169,ECON 100A,ECON,MICRO ANALYSIS,4.00,UGRD,LEC,CLS,408,404,126,10,1
2175,105169,ECON 100A,ECON,MICRO ANALYSIS,4.00,UGRD,LEC,CLS,210,181,50,1,1
2178,105169,ECON 100A,ECON,MICRO ANALYSIS,4.00,UGRD,LEC,CLS,600,601,400,23,2
2182,105169,ECON 100A,ECON,MICRO ANALYSIS,4.00,UGRD,LEC,CLS,450,442,68,1,1
2185,105169,ECON 100A,ECON,MICRO ANALYSIS,4.00,UGRD,LEC,CLS,210,125,49,0,1
2168,105170,ECON 100B,ECON,MACRO ANALYSIS,4.00,UGRD,LEC,CLS,450,449,38,15,1
2172,105170,ECON 100B,ECON,MACRO ANALYSIS,4.00,UGRD,LEC,CLS,510,502,52,1,1
2175,105170,ECON 100B,ECON,MACRO ANALYSIS,4.00,UGRD,LEC,CLS,120,113,30,2,1
2178,105170,ECON 100B,ECON,MACRO ANALYSIS,4.00,UGRD,LEC,CLS,480,477,27,6,1
2182,105170,ECON 100B,ECON,MACRO ANALYSIS,4.00,UGRD,LEC,CLS,480,470,60,2,1
2185,105170,ECON 100B,ECON,MACRO ANALYSIS,4.00,UGRD,LEC,CLS,120,106,28,3,1
2168,105171,ECON 101A,ECON,ECON THEORY--MICRO,4.00,UGRD,LEC,CLS,120,121,9,0,1
2172,105171,ECON 101A,ECON,ECON THEORY--MICRO,4.00,UGRD,LEC,CLS,120,118,40,2,1
2178,105171,ECON 101A,ECON,ECON THEORY--MICRO,4.00,UGRD,LEC,CLS,120,114,20,0,1
2182,105171,ECON 101A,ECON,ECON THEORY--MICRO,4.00,UGRD,LEC,CLS,120,119,27,4,1
2168,105172,ECON 101B,ECON,ECON THEORY--MACRO,4.00,UGRD,LEC,CLS,60,59,8,2,1
2172,105172,ECON 101B,ECON,ECON THEORY--MACRO,4.00,UGRD,LEC,CLS,64,63,20,0,1
2178,105172,ECON 101B,ECON,ECON THEORY--MACRO,4.00,UGRD,LEC,CLS,120,120,20,2,1
2182,105172,ECON 101B,ECON,ECON THEORY--MACRO,4.00,UGRD,LEC,CLS,120,117,15,0,1
2172,105174,ECON 104,ECON,ADV MICRO THEORY,4.00,UGRD,LEC,CLS,0,0,0,0,1
2182,105174,ECON 104,ECON,ADV MICRO THEORY,4.00,UGRD,LEC,CLS,0,0,0,0,1
2168,105175,ECON 105,ECON,HIST ECON THOUGHT,4.00,UGRD,LEC,CLS,150,143,7,1,1
2175,105175,ECON 105,ECON,HIST ECON THOUGHT,4.00,UGRD,LEC,CLS,60,21,25,0,1
2178,105175,ECON 105,ECON,HIST ECON THOUGHT,4.00,UGRD,LEC,CLS,210,157,30,0,1
2185,105175,ECON 105,ECON,HIST ECON THOUGHT,4.00,UGRD,LEC,CLS,60,30,25,0,1
2172,105183,ECON 113,ECON,AMER ECON HISTORY,4.00,UGRD,LEC,CLS,120,108,40,1,1
2182,105183,ECON 113,ECON,AMER ECON HISTORY,4.00,UGRD,LEC,CLS,150,148,62,0,1
2168,105185,ECON 115,ECON,20TH CEN WORLD ECON,4.00,UGRD,LEC,CLS,120,116,7,1,1
2172,105185,ECON 115,ECON,20TH CEN WORLD ECON,4.00,UGRD,LEC,CLS,120,94,40,1,1
2178,105185,ECON 115,ECON,20TH CEN WORLD ECON,4.00,UGRD,LEC,CLS,150,0,30,0,1
2182,105185,ECON 115,ECON,20TH CEN WORLD ECON,4.00,UGRD,LEC,CLS,150,150,30,0,1
2168,105186,ECON 119,ECON,PSYCH AND ECON,4.00,UGRD,LEC,CLS,183,184,18,5,1
2172,105186,ECON 119,ECON,PSYCH AND ECON,4.00,UGRD,LEC,CLS,89,0,25,0,1
2175,105186,ECON 119,ECON,PSYCH AND ECON,4.00,UGRD,LEC,CLS,100,59,25,0,1
2178,105186,ECON 119,ECON,PSYCH AND ECON,4.00,UGRD,LEC,CLS,225,226,84,4,1
2185,105186,ECON 119,ECON,PSYCH AND ECON,4.00,UGRD,LEC,CLS,100,52,25,0,1
2168,105187,ECON 121,ECON,IND ORG & PUB P,4.00,UGRD,LEC,CLS,120,120,12,1,1
2172,105187,ECON 121,ECON,IND ORG & PUB P,4.00,UGRD,LEC,CLS,120,120,40,6,1
2175,105187,ECON 121,ECON,IND ORG & PUB P,4.00,UGRD,LEC,CLS,50,24,30,0,1
2178,105187,ECON 121,ECON,IND ORG & PUB P,4.00,UGRD,LEC,CLS,146,146,30,2,1
2182,105187,ECON 121,ECON,IND ORG & PUB P,4.00,UGRD,LEC,CLS,150,148,37,0,1
2185,105187,ECON 121,ECON,IND ORG & PUB P,4.00,UGRD,LEC,CLS,50,31,15,0,1
2168,105193,ECON 131,ECON,PUBLIC ECONOMICS,4.00,UGRD,LEC,CLS,120,112,12,0,1
2172,105193,ECON 131,ECON,PUBLIC ECONOMICS,4.00,UGRD,LEC,CLS,120,105,40,0,1
2175,105193,ECON 131,ECON,PUBLIC ECONOMICS,4.00,UGRD,LEC,CLS,50,0,20,0,1
2178,105193,ECON 131,ECON,PUBLIC ECONOMICS,4.00,UGRD,LEC,CLS,150,126,30,0,1
2182,105193,ECON 131,ECON,PUBLIC ECONOMICS,4.00,UGRD,LEC,CLS,75,65,60,0,1
2182,105195,ECON 134,ECON,MACRO ECON POLICY,4.00,UGRD,LEC,CLS,240,203,31,0,1
2168,105196,ECON 136,ECON,FINANCIAL ECONOMICS,4.00,UGRD,LEC,CLS,237,230,34,1,1
2172,105196,ECON 136,ECON,FINANCIAL ECONOMICS,4.00,UGRD,LEC,CLS,180,174,60,1,1
2175,105196,ECON 136,ECON,FINANCIAL ECONOMICS,4.00,UGRD,LEC,CLS,100,66,20,0,1
2178,105196,ECON 136,ECON,FINANCIAL ECONOMICS,4.00,UGRD,LEC,CLS,225,225,90,4,1
2182,105196,ECON 136,ECON,FINANCIAL ECONOMICS,4.00,UGRD,LEC,CLS,225,224,38,2,1
2185,105196,ECON 136,ECON,FINANCIAL ECONOMICS,4.00,UGRD,LEC,CLS,100,27,20,0,1
2172,105198,ECON 138,ECON,FINAN & BEHAV ECON,4.00,UGRD,LEC,CLS,180,179,66,4,1
2182,105198,ECON 138,ECON,FINAN & BEHAV ECON,4.00,UGRD,LEC,CLS,225,218,52,2,1
2168,105199,ECON 140,ECON,ECONOMETRICS,4.00,UGRD,LEC,CLS,297,284,17,1,1
2172,105199,ECON 140,ECON,ECONOMETRICS,4.00,UGRD,LEC,CLS,297,293,80,3,1
2175,105199,ECON 140,ECON,ECONOMETRICS,4.00,UGRD,LEC,CLS,180,103,50,0,1
2178,105199,ECON 140,ECON,ECONOMETRICS,4.00,UGRD,LEC,CLS,297,287,100,0,1
2182,105199,ECON 140,ECON,ECONOMETRICS,4.00,UGRD,LEC,CLS,297,297,47,4,1
2185,105199,ECON 140,ECON,ECONOMETRICS,4.00,UGRD,LEC,CLS,180,104,42,1,1
2168,105200,ECON 141,ECON,ECONOMETRIC ANALYS,4.00,UGRD,LEC,CLS,63,64,19,4,1
2172,105200,ECON 141,ECON,ECONOMETRIC ANALYS,4.00,UGRD,LEC,CLS,60,56,24,1,1
2178,105200,ECON 141,ECON,ECONOMETRIC ANALYS,4.00,UGRD,LEC,CLS,60,60,30,2,1
2182,105200,ECON 141,ECON,ECONOMETRIC ANALYS,4.00,UGRD,LEC,CLS,60,60,12,0,1
2172,105201,ECON 151,ECON,LABOR ECONOMICS,4.00,UGRD,LEC,CLS,190,164,50,0,1
2175,105201,ECON 151,ECON,LABOR ECONOMICS,4.00,UGRD,LEC,CLS,40,25,20,0,1
2182,105201,ECON 151,ECON,LABOR ECONOMICS,4.00,UGRD,LEC,CLS,190,0,50,0,1
2185,105201,ECON 151,ECON,LABOR ECONOMICS,4.00,UGRD,LEC,CLS,40,23,15,0,1
2182,105202,ECON 152,ECON,WAGE THEORY,4.00,UGRD,LEC,CLS,160,116,50,0,1
2182,105204,ECON 154,ECON,ECON OF DISCRIM,4.00,UGRD,SEM,CLS,20,20,0,0,1
2168,105205,ECON 155,ECON,URBAN ECON,3.00,UGRD,LEC,CLS,180,105,25,0,1
2172,105205,ECON 155,ECON,URBAN ECON,3.00,UGRD,LEC,CLS,110,0,60,0,1
2175,105205,ECON 155,ECON,URBAN ECON,3.00,UGRD,LEC,CLS,60,0,30,0,1
2178,105205,ECON 155,ECON,URBAN ECON,3.00,UGRD,LEC,CLS,150,0,25,0,1
2182,105205,ECON 155,ECON,URBAN ECON,3.00,UGRD,LEC,CLS,180,90,40,0,1
2185,105205,ECON 155,ECON,URBAN ECON,3.00,UGRD,LEC,CLS,40,18,10,0,1
2172,105207,ECON 157,ECON,HEALTH ECONOMICS,4.00,UGRD,LEC,CLS,179,174,40,1,1
2175,105207,ECON 157,ECON,HEALTH ECONOMICS,4.00,UGRD,LEC,CLS,65,0,20,0,1
2182,105207,ECON 157,ECON,HEALTH ECONOMICS,4.00,UGRD,LEC,CLS,180,119,40,0,1
2168,105209,ECON 162,ECON,CHINESE ECONOMY,3.00,UGRD,LEC,CLS,237,230,20,0,1
2172,105209,ECON 162,ECON,CHINESE ECONOMY,3.00,UGRD,LEC,CLS,0,0,1,0,1
2178,105209,ECON 162,ECON,CHINESE ECONOMY,3.00,UGRD,LEC,CLS,237,237,50,0,1
2172,105213,ECON 172,ECON,ECON DEV-CASE STUDY,4.00,UGRD,LEC,CLS,120,109,40,0,1
2182,105213,ECON 172,ECON,ECON DEV-CASE STUDY,4.00,UGRD,LEC,CLS,150,100,30,0,1
2172,105215,ECON 174,ECON,POVERTY IMPACT EVAL,4.00,UGRD,LEC,CLS,75,48,40,0,1
2178,105215,ECON 174,ECON,POVERTY IMPACT EVAL,4.00,UGRD,LEC,CLS,75,59,21,0,1
2182,105215,ECON 174,ECON,POVERTY IMPACT EVAL,4.00,UGRD,LEC,CLS,75,49,30,0,1
2168,105218,ECON 182,ECON,INTL MONET ECON,4.00,UGRD,LEC,CLS,180,163,30,0,1
2175,105218,ECON 182,ECON,INTL MONET ECON,4.00,UGRD,LEC,CLS,50,28,20,0,1
2178,105218,ECON 182,ECON,INTL MONET ECON,4.00,UGRD,LEC,CLS,225,191,45,0,1
2185,105218,ECON 182,ECON,INTL MONET ECON,4.00,UGRD,LEC,CLS,50,21,15,0,1
2172,105219,ECON 183,ECON,INTL ECON SEMINAR,4.00,UGRD,SEM,CLS,26,0,9,0,1
2182,105219,ECON 183,ECON,INTL ECON SEMINAR,4.00,UGRD,SEM,CLS,26,0,9,0,1
2168,105221,ECON 191,ECON,TOPIC ECON RESEARCH,4.00,UGRD,LEC,CLS,100,96,20,2,1
