CourseID,Term,TotalAttempts
106328,2172,1300
106328,2178,879
106328,2182,1766
106331,2172,87
106331,2182,67
106333,2172,9
106333,2182,12
106334,2168,3
106334,2175,1
106334,2178,42
106334,2182,44
106335,2168,180
106335,2172,230
106335,2178,56
106335,2182,149
106336,2168,29
106336,2172,23
106336,2175,36
106336,2178,11
106336,2182,29
106341,2168,220
106341,2178,14
106349,2168,81
106349,2178,81
106351,2168,5
106351,2178,23
106353,2182,36
106355,2168,91
106355,2178,88
106357,2172,64
106358,2182,104
106363,2172,49
106364,2178,4
106364,2182,95
106368,2168,62
106368,2178,83
106369,2172,42
106371,2172,243
106371,2178,203
106371,2182,230
106373,2168,184
106373,2178,281
106378,2168,148
106378,2178,102
106381,2168,46
106381,2172,28
106381,2178,46
106381,2182,30
106382,2172,27
106382,2182,76
106383,2168,55
106383,2178,55
106386,2172,40
106386,2182,41
106388,2178,62
106395,2168,1
106395,2172,71
106395,2178,48
106397,2168,40
106397,2172,27
106397,2178,32
106397,2182,23
106398,2172,45
106398,2182,87
106399,2178,43
106403,2172,21
106403,2182,24
106406,2178,36
106410,2168,27
106414,2168,69
106414,2178,50
106419,2168,27
106419,2178,9
106420,2172,13
106420,2182,1
106424,2168,22
106424,2178,35
106432,2178,27
106433,2178,42
106434,2168,60
106434,2178,23
106434,2182,64
106435,2172,4
106437,2168,42
106438,2168,27
106438,2178,16
106443,2182,8
106448,2175,24
106449,2168,55
106449,2172,54
106449,2178,43
106449,2182,36
106450,2168,399
106450,2172,303
106450,2175,14
106450,2178,374
106450,2182,339
106453,2168,64
106453,2172,53
106453,2178,94
106453,2182,118
106454,2168,342
106454,2178,165
106454,2182,5
106462,2168,6
106463,2168,124
106463,2178,128
106466,2172,1
106466,2175,1
106467,2168,114
106467,2172,2
106467,2178,2
106468,2172,1
106495,2172,6
106499,2172,10
106500,2168,4
106501,2172,8
106501,2182,1
106505,2172,20
106505,2182,1
106508,2172,3
106509,2182,3
106510,2168,16
106514,2182,8
106516,2175,43
106517,2172,252
106517,2182,187
106527,2168,68
106528,2168,3
106528,2172,74
106528,2175,19
106528,2182,21
106529,2168,2
106529,2182,97
106530,2168,21
106530,2172,3
106530,2175,5
106530,2178,6
106530,2182,2
106533,2168,30
106533,2178,42
106540,2168,15
106540,2172,85
106546,2168,11
106546,2178,80
106547,2182,75
106548,2168,34
106551,2168,1
106552,2168,15
106553,2168,25
106553,2178,8
106554,2172,31
106554,2182,23
106555,2168,26
106555,2178,13
106556,2172,28
106556,2182,17
106557,2168,34
106557,2172,23
106557,2178,37
106557,2182,27
106558,2168,5
106558,2172,6
106558,2178,20
106558,2182,9
106559,2178,6
106559,2182,10
106560,2168,1
106560,2172,1
106561,2168,77
106561,2172,53
106561,2178,50
106561,2182,69
106565,2168,105
106565,2172,37
106565,2178,104
106565,2182,15
106566,2168,2
106567,2175,10
106574,2168,159
106575,2178,187
106578,2168,369
106578,2172,290
106578,2178,342
106578,2182,335
106581,2168,136
106581,2178,105
106585,2168,1
106598,2172,266
106608,2168,24
106608,2172,17
106608,2178,15
106608,2182,3
106611,2168,76
106611,2172,30
106611,2175,3
106611,2178,100
106611,2182,156
106613,2172,26
106613,2182,18
106618,2168,68
106618,2178,54
106624,2168,623
106624,2172,179
106624,2178,611
106624,2182,504
106627,2168,597
106627,2172,450
106627,2178,797
106627,2182,856
106631,2182,19
106632,2168,371
106632,2172,237
106632,2178,274
106632,2182,435
106633,2168,8
106651,2168,1243
106651,2172,578
106651,2178,729
106651,2182,818
106653,2168,655
106653,2178,477
106654,2172,524
106654,2182,611
106688,2168,566
106688,2172,243
106689,2168,6
106689,2172,4
106696,2168,841
106696,2172,1450
106696,2175,67
106696,2178,884
106696,2182,1297
106702,2168,225
106702,2178,171
106703,2168,92
106703,2178,73
106704,2168,513
106704,2172,30
106704,2178,388
106704,2182,31
106712,2175,97
106720,2182,50
106721,2168,240
106721,2178,118
106722,2172,112
106729,2168,286
106729,2178,61
106732,2172,125
106733,2182,62
106734,2172,85
106736,2168,140
106736,2178,56
106740,2168,153
106740,2178,109
106744,2168,222
106744,2172,247
106744,2178,175
106744,2182,286
106745,2168,78
106746,2172,179
106746,2182,112
106747,2172,85
106748,2178,121
106749,2168,223
106750,2178,173
106752,2182,88
106753,2182,206
106754,2172,166
106755,2168,247
106755,2178,109
106756,2172,157
106756,2182,251
106757,2168,179
106757,2178,110
106760,2172,196
106760,2182,138
106761,2178,98
106762,2178,136
106763,2178,148
106764,2168,244
106764,2178,2
106764,2182,115
106765,2172,244
106767,2168,75
106767,2178,78
106769,2178,85
106769,2182,61
106770,2168,330
106770,2182,265
106776,2172,130
106776,2182,119
106777,2178,63
106778,2168,163
106778,2182,141
106779,2172,89
106780,2168,254
106780,2172,214
106780,2178,317
106783,2168,153
106783,2172,114
106783,2178,156
106783,2182,291
106784,2168,84
106784,2172,48
106784,2178,96
106784,2182,121
106785,2172,29
106788,2168,122
106788,2172,42
106788,2178,73
106788,2182,54
106789,2178,45
106800,2182,67
106801,2182,97
106802,2168,128
106802,2178,122
106804,2168,73
106804,2172,225
106804,2178,147
106804,2182,319
106806,2168,318
106806,2172,532
106806,2178,131
106806,2182,498
106807,2172,166
106807,2178,255
106811,2168,215
106811,2178,221
106811,2182,99
106812,2168,287
106814,2178,108
106814,2182,83
106815,2168,266
106815,2182,180
106816,2168,198
106816,2178,90
106818,2182,203
106821,2178,99
106822,2172,134
106822,2182,107
106825,2168,327
106825,2178,170
106827,2172,70
106827,2178,57
106828,2178,121
106829,2182,64
106832,2172,208
106833,2168,781
106833,2172,479
106833,2178,445
106833,2182,515
106837,2168,375
106837,2172,220
106837,2178,245
106837,2182,409
106838,2168,655
106838,2172,591
106838,2178,675
106838,2182,545
106839,2168,29
106839,2172,29
106839,2175,3
106839,2178,16
106839,2182,13
106842,2168,11
106842,2178,15
106846,2168,127
106846,2172,45
106846,2178,84
106846,2182,86
106850,2172,9
106854,2172,16
106854,2178,6
106855,2168,10
106856,2168,29
106859,2168,102
106859,2172,169
106859,2178,157
106860,2172,14
106861,2168,41
106861,2178,28
106862,2172,12
106866,2172,25
106867,2178,11
106870,2178,10
106871,2172,32
106873,2172,8
106879,2168,81
106879,2172,79
106879,2178,155
106879,2182,83
106881,2182,133
106883,2168,2
106887,2172,97
106890,2168,3
106890,2172,20
106890,2178,24
106890,2182,10
106891,2168,98
106891,2172,89
106891,2178,83
106891,2182,75
106903,2168,192
106904,2168,10
106904,2172,1
106910,2168,35
106910,2178,25
106942,2172,90
106943,2172,41
106943,2182,66
106950,2168,329
106950,2172,190
106950,2178,304
106950,2182,210
106951,2168,408
106951,2172,249
106951,2178,327
106951,2182,285
106952,2168,515
106952,2172,283
106952,2178,328
106952,2182,263
106958,2172,369
106959,2168,92
106959,2172,76
106959,2178,144
106959,2182,83
106965,2168,223
106965,2172,148
106965,2178,242
106965,2182,116
106966,2168,1
106966,2172,1
106967,2168,64
106967,2178,95
106968,2172,82
106968,2182,94
106969,2175,58
106970,2175,58
106976,2175,148
106980,2175,69
106991,2175,179
106993,2175,123
106998,2175,86
107005,2175,3
107021,2168,923
107021,2172,406
107021,2175,82
107021,2178,485
107021,2182,377
107023,2168,915
107023,2172,558
107023,2175,108
107023,2178,976
107023,2182,1020
107129,2168,880
107129,2172,251
107129,2175,226
107129,2178,653
107129,2182,337
107131,2172,1208
107131,2175,132
107131,2182,797
107133,2172,95
107133,2182,107
107134,2168,96
107134,2178,53
107135,2168,295
107135,2178,264
107138,2172,103
107138,2182,91
107152,2168,2
107152,2175,33
107152,2178,3
107152,2182,5
107155,2172,3
107156,2172,21
107156,2178,1
107158,2175,263
107159,2168,18
107159,2178,49
107161,2168,100
107161,2178,42
107162,2172,16
107162,2182,23
107163,2175,10
107164,2172,9
107166,2168,649
107166,2178,1003
107167,2172,533
107167,2182,517
107168,2172,215
107168,2182,237
107171,2175,197
107173,2175,13
107174,2168,1
107174,2175,88
107176,2172,135
107176,2182,91
107181,2168,326
107181,2172,267
107181,2178,361
107181,2182,398
107187,2168,386
107187,2178,590
107189,2172,614
107189,2182,449
107190,2168,967
107190,2178,26
107191,2172,583
107191,2182,5
107192,2168,248
107192,2182,324
107195,2168,32
107196,2172,485
107196,2182,674
107197,2168,1
107197,2178,6
107199,2168,22
107199,2172,3
107199,2175,3
107199,2178,1
107199,2182,4
107201,2168,21
107201,2172,2
107201,2175,1
107208,2178,1
107233,2168,2
107233,2172,1
107252,2168,95
107252,2178,73
107253,2172,31
107253,2182,32
107254,2168,60
107254,2178,99
107255,2172,166
107255,2182,114
107256,2172,96
107256,2182,63
107257,2172,53
107262,2168,47
107263,2168,130
107263,2178,48
107264,2168,50
107265,2182,42
107266,2172,41
107266,2182,28
107267,2168,119
107267,2178,143
107268,2182,64
107269,2168,29
107269,2182,64
107271,2172,58
107271,2182,36
107272,2172,29
107273,2172,65
107273,2182,39
107274,2178,94
107276,2168,78
107276,2172,86
107276,2178,111
107276,2182,93
107282,2168,3
107282,2172,2
107282,2175,3
107282,2178,2
107282,2182,3
107284,2175,342
107285,2182,2
107288,2172,7
107288,2182,6
107292,2172,11
107292,2182,25
107299,2172,33
107299,2182,5
107300,2168,9
107300,2178,25
107301,2182,48
107304,2168,3
107304,2172,1
107304,2178,5
107304,2182,4
107305,2172,1
107306,2168,1
107306,2172,2
107306,2178,6
107306,2182,7
107307,2182,69
107308,2178,31
107312,2168,30
107312,2178,24
107313,2168,238
107313,2172,60
107313,2178,181
107313,2182,116
107315,2168,2
107317,2168,20
107317,2172,20
107317,2178,18
107317,2182,22
107318,2168,51
107318,2172,37
107318,2178,55
107318,2182,58
107319,2168,21
107319,2172,17
107319,2178,17
107319,2182,21
107320,2168,53
107320,2178,17
107323,2168,72
107323,2172,65
107323,2175,4
107323,2178,80
107323,2182,74
107325,2168,68
107325,2172,70
107325,2178,49
107325,2182,41
107326,2168,11
107326,2172,1
107326,2178,29
107326,2182,28
107328,2172,394
107328,2175,62
107328,2182,529
107330,2168,17
107330,2178,28
107332,2172,248
107332,2182,205
107363,2168,343
107363,2172,316
107363,2178,395
107363,2182,240
107369,2168,794
107369,2175,104
107369,2178,804
107374,2168,4
107374,2178,2
107374,2182,4
107376,2175,289
107379,2168,604
107380,2172,141
107380,2182,114
107388,2168,119
107388,2178,112
107389,2168,46
107389,2178,63
107390,2172,310
107391,2172,361
107391,2182,315
107394,2175,142
107395,2175,129
107396,2175,131
107397,2175,114
107398,2182,177
107399,2168,96
107400,2168,123
107404,2172,57
107404,2182,107
107405,2172,105
107405,2182,47
107406,2172,109
107407,2172,403
107407,2175,53
107407,2182,367
107412,2178,235
107414,2175,155
107414,2178,293
107416,2168,182
107416,2178,271
107418,2168,133
107418,2178,45
107430,2172,138
107430,2182,94
107432,2172,93
107432,2182,98
107434,2172,114
107434,2182,104
107437,2168,172
107437,2178,167
107439,2168,50
107439,2178,31
107439,2182,54
107441,2168,76
107441,2178,91
107443,2172,143
107443,2182,138
107449,2168,19
107449,2172,25
107449,2178,49
107449,2182,11
107453,2168,632
107453,2172,872
107453,2175,182
107453,2182,713
107454,2172,175
107454,2178,6
107454,2182,177
107455,2182,317
107456,2172,347
107456,2182,211
107460,2182,114
107462,2172,172
107465,2168,662
107465,2178,955
107466,2168,800
107466,2178,886
107469,2168,104
107469,2178,110
107470,2168,204
107470,2172,293
107470,2182,341
107473,2172,501
107473,2182,305
107474,2168,727
107474,2175,198
107474,2178,1104
107477,2168,235
107478,2172,97
107480,2168,144
107480,2178,120
107481,2172,95
107481,2182,83
107482,2168,64
107482,2172,51
107482,2178,32
107482,2182,6
107487,2168,2
107491,2172,72
107491,2182,82
107493,2168,94
107494,2172,50
107494,2182,58
107496,2168,52
107496,2178,53
107497,2172,100
107497,2182,105
107501,2168,35
107501,2172,18
107501,2182,7
107505,2168,87
107505,2172,105
107505,2178,34
107505,2182,100
107506,2168,40
107506,2172,148
107506,2178,43
107506,2182,163
107507,2168,30
107507,2172,12
107507,2182,1
107510,2168,98
107510,2172,58
107510,2175,12
107510,2178,40
107510,2182,72
107511,2168,618
107511,2172,370
107511,2178,308
107511,2182,202
107512,2168,275
107512,2172,321
107512,2178,192
107512,2182,268
107513,2168,124
107513,2172,72
107513,2175,3
107513,2178,11
107513,2182,10
107514,2168,383
107514,2178,782
107519,2172,51
107519,2182,40
107521,2168,41
107521,2178,22
107522,2168,36
107522,2172,7
107522,2178,29
107522,2182,1
107524,2172,8
107524,2182,4
107526,2168,6
107530,2172,1
107530,2178,45
107531,2168,73
107531,2172,5
107531,2178,41
107534,2168,2
107534,2178,29
107538,2182,63
107540,2172,3
107545,2168,13
107556,2168,343
107556,2172,43
107556,2178,145
107556,2182,44
107580,2172,24
107585,2168,54
107585,2178,47
107586,2172,19
107586,2182,7
107587,2172,25
107587,2182,28
107588,2168,55
107588,2178,73
107589,2172,1
107589,2182,64
107591,2168,4
107592,2168,21
107592,2178,26
107594,2168,14
107594,2172,11
107594,2178,17
107594,2182,26
107602,2172,22
107602,2182,34
107603,2168,39
107603,2178,28
107606,2168,18
107607,2168,33
107607,2178,13
107607,2182,25
107630,2168,193
107630,2172,103
107630,2178,77
107630,2182,128
107633,2168,2
107633,2182,1
107634,2168,1
107634,2172,41
107634,2178,2
107634,2182,19
107635,2168,200
107635,2172,190
107635,2175,8
107635,2178,177
107635,2182,173
107636,2168,2
107636,2172,2
107636,2178,3
107636,2182,3
107639,2168,61
107639,2178,65
107640,2172,72
107668,2172,349
107668,2182,319
107670,2172,45
107670,2178,339
107671,2168,1
107673,2168,6932
107673,2172,4255
107673,2175,283
107673,2178,10146
107673,2182,3684
107674,2168,1356
107674,2178,1279
107676,2168,257
107676,2178,247
107677,2172,2
107678,2172,3
107678,2182,2
107680,2172,169
107680,2175,136
107686,2168,183
107686,2172,103
107686,2178,207
107686,2182,141
107687,2168,452
107687,2172,115
107687,2178,584
107687,2182,252
107688,2168,308
107688,2172,259
107688,2178,222
107688,2182,199
107689,2168,5
107689,2172,2
107689,2182,14
107691,2168,33
107691,2178,32
107692,2172,27
107692,2182,14
107693,2168,16
107693,2172,17
107693,2178,3
107693,2182,5
107694,2168,29
107694,2172,30
107694,2178,4
107694,2182,2
107715,2172,3
107715,2182,4
107716,2172,6
107717,2172,4
107717,2182,10
107718,2172,5
107718,2182,3
107727,2172,6
107728,2172,7
107728,2182,5
107732,2168,441
107732,2175,22
107732,2178,425
107734,2172,232
107734,2182,221
107735,2168,275
107735,2175,59
107735,2178,228
107736,2172,226
107736,2175,26
107736,2182,172
107738,2172,92
107738,2182,13
107739,2182,45
107743,2172,322
107743,2182,379
107746,2172,2613
107746,2175,229
107746,2182,2767
107753,2168,359
107753,2175,3
107753,2178,191
107759,2175,71
107766,2172,383
107766,2175,98
107767,2172,163
107767,2182,148
107770,2175,66
107773,2168,221
107773,2178,357
107775,2182,212
107776,2168,235
107776,2178,309
107777,2172,543
107777,2182,174
107778,2168,130
107778,2172,147
107778,2178,16
107778,2182,197
107779,2175,34
107780,2168,57
107780,2172,111
107780,2178,103
107780,2182,38
107781,2168,83
107781,2182,141
107784,2168,2
107784,2172,3
107784,2178,1
107784,2182,1
107785,2168,152
107785,2172,438
107785,2175,67
107785,2178,315
107785,2182,313
107786,2168,428
107786,2172,305
107786,2178,292
107786,2182,261
107787,2168,83
107787,2172,67
107787,2178,92
107787,2182,96
107788,2168,12
107788,2172,8
107788,2178,24
107788,2182,5
107792,2172,202
107792,2175,70
107792,2178,288
107793,2168,60
107793,2172,54
107793,2182,111
107825,2168,1
107825,2178,1
107826,2172,1
107827,2168,91
107827,2172,40
107827,2178,54
107827,2182,82
107828,2178,1
107828,2182,1
107834,2168,5
107834,2178,3
107835,2172,3
107835,2182,3
107876,2178,1
107890,2168,1
107890,2172,1
107891,2168,1
107912,2172,7
107928,2178,3
107931,2182,1
107932,2168,3
107939,2172,1
107952,2172,2
107963,2172,5
107977,2172,4
107980,2168,1
107984,2182,4
107986,2182,1
107994,2168,1
107997,2172,1
108005,2178,2
108006,2168,311
108006,2178,204
108007,2172,164
108007,2182,197
108008,2168,185
108008,2175,12
108008,2178,85
108009,2172,134
108009,2175,5
108009,2182,66
108010,2178,31
108011,2182,42
108017,2168,263
108017,2178,209
108018,2172,255
108018,2182,480
108019,2168,54
108019,2178,74
108020,2172,45
108020,2182,72
108026,2178,37
108027,2168,167
108027,2172,472
108027,2175,90
108027,2182,317
108031,2172,268
108031,2175,9
108031,2178,128
108031,2182,182
108032,2168,251
108032,2175,55
108032,2178,284
108034,2168,477
108034,2172,564
108034,2178,206
108034,2182,246
108035,2168,309
108035,2172,139
108035,2178,229
108035,2182,205
108040,2172,247
108040,2178,222
108041,2168,583
108041,2172,440
108041,2178,375
108041,2182,233
108044,2168,120
108044,2172,69
108044,2178,83
108045,2182,116
108046,2168,238
108046,2178,149
108049,2172,180
108049,2175,61
108049,2182,84
108054,2168,30
108054,2178,9
108057,2168,388
108057,2172,161
108057,2178,185
108057,2182,112
108058,2172,9
108058,2182,3
108060,2168,584
108060,2172,314
108060,2175,62
108060,2178,488
108060,2182,153
108061,2168,16
108061,2178,18
108062,2172,25
108062,2182,31
108063,2168,6
108063,2178,10
108069,2168,31
108069,2172,57
108069,2178,20
108069,2182,85
108070,2168,624
108070,2172,276
108070,2175,59
108070,2178,237
108070,2182,132
108071,2172,225
108071,2175,20
108071,2178,124
108071,2182,218
108072,2178,273
108075,2168,8
108075,2172,5
108075,2178,5
108075,2182,4
108076,2168,18
108076,2172,16
108076,2178,16
108076,2182,23
108106,2175,90
108107,2168,11
108107,2172,5
108107,2178,7
108107,2182,4
108115,2178,163
108117,2172,1
108117,2182,4
108121,2168,377
108121,2172,162
108121,2175,59
108121,2178,320
108121,2182,143
108122,2168,629
108122,2172,474
108122,2178,413
108122,2182,491
108128,2168,25
108128,2178,20
108129,2182,9
108130,2168,11
108131,2172,7
108135,2168,5
108135,2172,5
108135,2178,3
108135,2182,4
108136,2168,6
108136,2172,5
108136,2178,5
108136,2182,2
108264,2168,923
108264,2172,746
108264,2175,78
108264,2178,841
108264,2182,670
108267,2168,163
108267,2172,114
108267,2178,80
108267,2182,114
108268,2168,27
108268,2178,37
108269,2172,34
108269,2182,52
108272,2168,16
108278,2172,24
108279,2178,18
108281,2168,20
108281,2182,47
108282,2172,29
108286,2178,19
108287,2172,28
108288,2168,34
108289,2178,10
108298,2172,18
108298,2182,26
108300,2168,124
108300,2172,124
108300,2175,2
108300,2178,128
108311,2168,37
108312,2168,113
108312,2172,70
108312,2175,4
108312,2178,38
108312,2182,73
108317,2168,40
108317,2172,41
108318,2182,80
108319,2178,97
108320,2175,16
108324,2168,48
108324,2178,28
108327,2182,50
108333,2172,27
108337,2168,15
108338,2172,41
108339,2178,57
108342,2168,59
108342,2182,116
108343,2168,24
108344,2172,21
108358,2172,68
108361,2178,27
108362,2172,36
108363,2168,19
108363,2182,32
108367,2168,15
108368,2168,23
108368,2172,19
108368,2178,12
108368,2182,26
108369,2178,1
108370,2168,409
108370,2172,507
108370,2175,35
108370,2178,385
108370,2182,396
108372,2168,2
108372,2178,3
108373,2178,12
108379,2182,16
108384,2172,5
108385,2168,5
108393,2178,9
108396,2168,36
108396,2178,39
108400,2168,10
108400,2182,15
108401,2172,3
108403,2168,10
108405,2172,5
108405,2178,10
108405,2182,12
108409,2168,8
108410,2178,3
108412,2178,63
108413,2172,13
108415,2182,17
108418,2172,23
108424,2172,1
108424,2178,2
108424,2182,1
108425,2168,19
108425,2172,20
108425,2178,40
108425,2182,18
108426,2168,482
108426,2172,292
108426,2175,36
108426,2178,370
108426,2182,273
108427,2168,5
108427,2178,6
108430,2172,5
108430,2182,6
108433,2172,3
108433,2182,5
108437,2172,45
108437,2182,68
108465,2168,246
108465,2172,229
108465,2175,19
108465,2178,214
108465,2182,274
108470,2168,148
108470,2178,141
108470,2182,123
108474,2178,1
108474,2182,2
108475,2168,5
108475,2172,5
108475,2178,6
108475,2182,4
108477,2168,2
108477,2172,3
108477,2178,2
108478,2172,2
108478,2178,1
108478,2182,2
108484,2168,251
108484,2172,68
108484,2178,210
108484,2182,220
108485,2168,298
108485,2172,285
108485,2175,109
108485,2178,310
108485,2182,367
108559,2168,951
108559,2178,842
108568,2168,394
108568,2178,330
108580,2172,664
108580,2182,656
108586,2182,178
108587,2175,82
108587,2178,237
108590,2172,182
108590,2182,119
108591,2168,96
108591,2178,203
108593,2168,146
108593,2178,98
108594,2172,93
108598,2168,106
108598,2178,59
108615,2172,132
108621,2168,255
108621,2172,143
108621,2178,157
108621,2182,76
108622,2168,86
108622,2175,13
108622,2178,106
108633,2172,73
108633,2182,88
108634,2172,67
108635,2175,46
108636,2168,110
108636,2172,93
108636,2178,92
108636,2182,108
108638,2172,109
108638,2182,119
108640,2172,176
108640,2182,233
108643,2168,5
108643,2178,2
108643,2182,9
108644,2172,1
108644,2178,3
108645,2168,3
108645,2172,6
108645,2178,9
108645,2182,11
108646,2172,839
108646,2182,814
108648,2168,38
108648,2178,40
108649,2172,40
108649,2182,31
108652,2168,133
108659,2172,10
108665,2178,118
108674,2172,36
108674,2178,36
108678,2182,29
108680,2168,16
108680,2178,57
108689,2178,94
108694,2168,141
108694,2172,99
108694,2178,30
108694,2182,34
108695,2168,29
108695,2172,27
108695,2178,40
108695,2182,34
108696,2168,1
108697,2168,1
108697,2178,1
108698,2168,27
108698,2172,11
108698,2178,24
108698,2182,20
108700,2168,2
108700,2172,9
108700,2178,17
108700,2182,2
108701,2178,426
108733,2168,222
108733,2178,226
108733,2182,313
108734,2168,420
108734,2178,487
108736,2168,8
108736,2178,3
108737,2168,10
108737,2172,14
108737,2178,4
108737,2182,12
108740,2172,284
108740,2175,87
108740,2182,353
108741,2168,244
108741,2178,164
108745,2172,5
108745,2178,7
108745,2182,5
108748,2168,5
108748,2172,1
108748,2178,9
108748,2182,2
108749,2168,1
108749,2172,5
108749,2182,4
108751,2175,101
108752,2175,203
108753,2175,1
108756,2175,1
108757,2175,75
108758,2175,38
108926,2168,496
108926,2172,265
108926,2175,83
108926,2178,467
108926,2182,265
108928,2168,48
108928,2178,13
108931,2168,48
108931,2172,33
108931,2178,71
108931,2182,48
108932,2168,42
108932,2172,36
108932,2178,39
108932,2182,40
108936,2172,39
108936,2182,28
108939,2168,34
108939,2178,25
108940,2168,59
108940,2182,46
108942,2168,13
108942,2178,27
108944,2175,40
108945,2172,23
108945,2182,17
108949,2178,19
108992,2168,21
109000,2178,20
109003,2172,24
109003,2182,17
109006,2172,22
109012,2172,41
109019,2178,41
109020,2168,104
109020,2182,93
109047,2172,24
109055,2168,7
109055,2182,9
109058,2172,87
109061,2178,22
109074,2168,1
109074,2178,61
109075,2168,2
109075,2175,1
109076,2168,127
109076,2172,216
109076,2175,50
109076,2178,111
109076,2182,139
109077,2168,12
109077,2178,5
109081,2168,8
109084,2182,12
109085,2178,23
109090,2168,19
109090,2172,15
109090,2178,18
109091,2172,14
109099,2168,9
109099,2178,10
109115,2182,17
109132,2172,72
109132,2182,55
109147,2168,17
109150,2172,12
109150,2178,15
109150,2182,4
109159,2178,12
109161,2182,3
109163,2168,18
109163,2172,20
109167,2168,18
109167,2178,12
109170,2182,8
109172,2182,7
109173,2168,15
109175,2172,13
109186,2168,11
109187,2178,9
109190,2168,11
109190,2172,4
109190,2175,2
109190,2178,11
109190,2182,8
109191,2168,31
109191,2172,17
109191,2175,1
109191,2178,17
109191,2182,18
109192,2168,130
109192,2172,56
109192,2175,17
109192,2178,103
109192,2182,69
109204,2168,7
109204,2178,7
109220,2168,41
109222,2168,17
109233,2168,55
109233,2172,47
109233,2175,15
109233,2178,32
109233,2182,50
109249,2168,6
109249,2172,3
109249,2178,10
109249,2182,3
109251,2168,35
109251,2172,34
109251,2182,2
109255,2168,1
109255,2178,2
109259,2168,533
109259,2178,235
109260,2172,361
109260,2175,272
109260,2182,294
109272,2168,6
109272,2172,29
109272,2182,58
109273,2182,16
109274,2182,1
109275,2168,340
109275,2172,831
109275,2178,348
109275,2182,534
109276,2168,2483
109276,2178,2324
109277,2168,258
109277,2172,50
109277,2178,163
109277,2182,49
109278,2168,83
109278,2178,68
109279,2172,12
109280,2168,29
109280,2178,45
109281,2172,39
109281,2182,11
109282,2168,24
109282,2178,11
109291,2178,25
109297,2172,8
109298,2182,54
109299,2168,15
109300,2175,45
109303,2172,22
109303,2182,41
109304,2168,3
109315,2172,51
109315,2182,38
109316,2172,44
109316,2182,9
109317,2172,85
109317,2182,146
109318,2172,92
109318,2182,98
109319,2168,566
109319,2172,217
109319,2175,96
109319,2178,514
109319,2182,242
109320,2172,634
109320,2175,102
109321,2172,171
109321,2182,106
109322,2168,502
109322,2178,502
109323,2168,17
109323,2178,178
109324,2172,248
109325,2175,30
109325,2178,41
109330,2168,128
109330,2182,299
109331,2182,30
109333,2168,432
109333,2178,441
109334,2178,175
109336,2168,24
109336,2182,243
109337,2172,192
109337,2182,79
109338,2178,139
109339,2172,518
109339,2182,507
109340,2168,218
109340,2182,237
109342,2178,309
109344,2182,158
109347,2168,59
109347,2172,17
109347,2178,50
109348,2168,9
109348,2178,9
109348,2182,4
109349,2168,60
109349,2172,226
109349,2178,26
109349,2182,23
109350,2168,22
109351,2182,199
109352,2172,43
109352,2182,29
109353,2168,34
109353,2178,16
109354,2172,36
109354,2182,9
109358,2168,49
109362,2168,55
109362,2182,82
109367,2168,3
109367,2178,1
109396,2168,165
109396,2175,11
109398,2168,690
109398,2178,533
109400,2168,3
109400,2178,9
109401,2168,55
109401,2178,29
109401,2182,32
109402,2168,8
109403,2172,15
109403,2182,16
109405,2175,62
109409,2168,108
109409,2178,46
109410,2172,37
109410,2182,38
109412,2168,10
109412,2178,7
109413,2182,19
109420,2168,14
109420,2178,17
109421,2172,22
109425,2168,26
109425,2178,44
109426,2172,24
109426,2182,17
109451,2168,22
109451,2178,8
109452,2172,4
109452,2182,10
109453,2178,4
109454,2172,2
109454,2182,1
109455,2168,1
109456,2182,3
109458,2182,5
109459,2178,6
109460,2172,6
109463,2168,2
109463,2178,3
109463,2182,5
109469,2168,464
109469,2178,114
109470,2172,134
109470,2182,158
109471,2168,104
109471,2178,31
109472,2172,62
109472,2182,23
109473,2168,24
109473,2178,37
109474,2172,18
109474,2182,24
109478,2168,29
109478,2178,28
109479,2172,28
109479,2182,19
109480,2178,27
109481,2172,19
109484,2168,93
109484,2178,54
109485,2172,55
109485,2182,45
109489,2168,7
109489,2172,4
109489,2178,4
109489,2182,3
109497,2172,185
109497,2178,154
109498,2182,195
109504,2172,549
109504,2182,636
109510,2178,150
109511,2182,177
109515,2172,139
109528,2168,4
109529,2168,121
109529,2182,71
109538,2182,40
109557,2178,112
109561,2182,104
109572,2168,290
109588,2182,60
109591,2168,5
109593,2178,263
109596,2168,274
109599,2172,113
109605,2168,139
109607,2182,25
109615,2182,65
109616,2168,212
109616,2182,141
109620,2168,104
109620,2172,38
109620,2178,47
109620,2182,32
109622,2168,52
109624,2172,6
109625,2168,43
109625,2172,54
109626,2168,41
109626,2172,27
109626,2182,34
109627,2168,62
109627,2178,30
109627,2182,25
109628,2172,55
109629,2182,88
109630,2182,39
109631,2178,28
109632,2172,1
109632,2178,2
109633,2168,1
109633,2172,1
109633,2175,1
109633,2178,2
109633,2182,11
109635,2168,31
109635,2172,188
109635,2178,118
109635,2182,103
109636,2168,19
109636,2172,6
109636,2178,5
109636,2182,16
109637,2168,12
109637,2178,16
109641,2168,11
109641,2182,60
109642,2172,28
109643,2168,11
109644,2182,34
109645,2168,58
109645,2172,51
109646,2172,28
109652,2168,6
109656,2172,39
109658,2178,25
109664,2168,37
109664,2172,29
109664,2178,27
109664,2182,36
109665,2172,40
109666,2168,51
109666,2172,42
109666,2178,45
