CourseID,Term,TotalAttempts
113523,2168,7
113523,2172,7
113523,2178,13
113523,2182,11
113537,2172,422
113537,2175,37
113537,2182,374
113540,2168,81
113540,2178,69
113541,2172,29
113541,2182,47
113542,2168,79
113542,2178,66
113547,2168,332
113547,2178,309
113548,2168,193
113548,2178,159
113549,2168,180
113549,2178,211
113551,2172,96
113551,2182,108
113553,2168,362
113553,2175,54
113553,2178,385
113555,2168,74
113555,2178,100
113557,2172,146
113557,2182,151
113559,2172,78
113559,2182,51
113560,2172,575
113560,2175,95
113560,2182,534
113567,2168,156
113567,2178,118
113568,2168,75
113568,2178,110
113569,2168,198
113569,2178,284
113574,2172,327
113574,2182,377
113577,2178,36
113577,2182,48
113578,2172,54
113578,2182,57
113580,2172,165
113580,2182,155
113583,2168,1
113584,2168,213
113584,2172,57
113584,2178,1
113586,2168,29
113586,2178,22
113587,2172,29
113587,2182,15
113588,2168,40
113588,2178,54
113589,2172,33
113589,2182,88
113590,2168,30
113590,2178,18
113591,2172,13
113591,2182,15
113592,2172,47
113592,2182,21
113593,2172,10
113593,2182,33
113598,2172,116
113598,2182,95
113599,2172,49
113599,2182,39
113603,2172,104
113603,2182,63
113604,2168,46
113604,2178,61
113607,2172,40
113607,2182,69
113612,2168,35
113612,2178,26
113619,2168,22
113619,2178,9
113622,2168,16
113622,2178,47
113623,2168,7
113623,2172,11
113623,2182,28
113624,2168,97
113624,2172,170
113624,2178,266
113624,2182,116
113625,2168,4
113625,2172,11
113625,2178,8
113625,2182,8
113627,2172,46
113627,2182,35
113635,2178,1
113637,2168,4
113637,2178,1
113637,2182,1
113638,2178,2
113640,2168,4
113642,2168,48
113671,2178,1
113679,2168,962
113679,2172,1101
113679,2178,806
113679,2182,813
113683,2172,320
113683,2182,311
113684,2168,431
113684,2175,94
113684,2178,295
113684,2182,298
113686,2175,57
113686,2178,521
113687,2172,479
113687,2182,482
113689,2178,939
113691,2168,966
113691,2178,520
113699,2168,293
113708,2172,963
113708,2182,363
113709,2172,257
113709,2175,145
113709,2182,216
113710,2172,121
113711,2168,445
113711,2178,322
113715,2168,636
113715,2178,508
113717,2175,96
113721,2168,750
113721,2175,124
113721,2178,760
113722,2172,145
113723,2172,475
113723,2182,549
113726,2175,106
113727,2178,294
113728,2172,494
113728,2175,107
113728,2182,330
113729,2168,657
113729,2178,343
113732,2168,358
113732,2178,259
113738,2168,766
113738,2178,514
113741,2168,181
113741,2182,111
113744,2172,236
113744,2175,84
113744,2182,332
113748,2178,446
113749,2175,126
113749,2182,190
113751,2168,606
113751,2178,484
113758,2168,257
113758,2172,131
113758,2178,166
113758,2182,228
113760,2168,310
113760,2172,67
113760,2178,54
113760,2182,173
113761,2168,3
113761,2172,4
113761,2178,1
113762,2168,124
113767,2168,221
113767,2172,366
113767,2178,563
113767,2182,314
113772,2168,633
113772,2178,354
113792,2168,29
113792,2178,10
113795,2168,77
113795,2172,112
113795,2178,240
113795,2182,132
113803,2168,26
113803,2178,8
113804,2168,85
113805,2172,269
113805,2182,172
113807,2168,341
113807,2178,303
113944,2168,140
113944,2175,5
113944,2178,135
113945,2172,98
113945,2182,69
113949,2168,1067
113949,2172,777
113949,2175,117
113949,2178,1291
113949,2182,1030
113951,2168,281
113951,2178,112
113951,2182,209
113953,2168,343
113953,2178,281
113956,2172,32
113957,2172,206
113957,2182,191
113959,2172,289
113959,2182,291
113962,2168,35
113962,2172,82
113962,2178,158
113964,2178,93
113968,2168,107
113970,2168,232
113970,2178,229
113971,2182,54
113973,2168,29
113977,2178,230
113978,2175,82
113982,2182,262
113993,2168,88
113993,2182,35
114001,2168,46
114001,2172,43
114001,2178,65
114001,2182,96
114002,2168,67
114002,2172,67
114002,2178,15
114002,2182,26
114003,2172,4
114003,2178,26
114003,2182,14
114006,2168,7
114006,2178,9
114011,2182,14
114012,2168,20
114015,2182,17
114017,2172,10
114017,2182,4
114018,2168,3
114018,2178,10
114021,2182,4
114026,2168,30
114026,2178,14
114027,2172,6
114027,2182,6
114028,2178,13
114031,2175,51
114032,2172,4
114032,2182,23
114039,2168,124
114039,2172,75
114039,2178,73
114039,2182,58
114041,2168,8
114041,2178,9
114042,2172,5
114042,2182,3
114046,2168,15
114063,2168,10
114067,2172,21
114074,2168,1
114075,2182,19
114077,2168,17
114077,2172,12
114077,2178,14
114077,2182,14
114078,2168,17
114078,2172,13
114078,2178,15
114078,2182,28
114079,2168,54
114079,2172,37
114079,2178,26
114079,2182,34
114080,2175,40
114083,2168,12
114083,2172,15
114083,2178,13
114083,2182,15
114087,2168,25
114087,2178,26
114115,2178,140
114121,2168,2
114121,2172,132
114124,2168,331
114124,2172,152
114124,2175,41
114124,2178,315
114124,2182,182
114126,2168,19
114131,2168,9
114131,2172,20
114131,2178,7
114131,2182,6
114132,2168,7
114132,2172,10
114132,2178,9
114132,2182,5
114148,2168,29
114148,2172,5
114148,2178,5
114148,2182,1
114149,2168,4
114149,2172,7
114149,2178,1
114149,2182,3
114151,2175,1
114154,2168,163
114154,2172,326
114154,2175,173
114154,2178,194
114154,2182,460
114169,2168,254
114170,2168,162
114170,2178,162
114171,2172,220
114171,2182,152
114181,2178,228
114201,2172,462
114202,2178,325
114249,2172,643
114249,2182,584
114272,2182,411
114296,2168,1003
114312,2172,797
114312,2182,484
114314,2168,82
114314,2182,38
114315,2172,419
114315,2178,465
114315,2182,462
114348,2178,1028
114387,2172,514
114389,2172,377
114389,2182,328
114427,2175,224
114428,2168,106
114428,2178,57
114429,2172,133
114429,2182,48
114430,2168,190
114430,2178,130
114431,2172,160
114431,2182,110
114438,2168,8
114438,2178,31
114439,2172,16
114439,2182,23
114496,2168,3605
114496,2172,845
114496,2175,286
114496,2178,3340
114496,2182,900
114500,2168,2669
114500,2172,2323
114500,2175,527
114500,2178,3160
114500,2182,3083
114506,2168,2194
114506,2175,115
114506,2178,1945
114507,2172,1443
114507,2175,70
114507,2182,1495
114509,2168,1354
114509,2172,935
114509,2175,640
114509,2178,1125
114509,2182,1415
114510,2172,107
114510,2182,111
114511,2168,1820
114511,2172,1353
114511,2175,568
114511,2178,2215
114511,2182,1770
114514,2168,759
114514,2172,863
114514,2175,366
114514,2178,884
114514,2182,1056
114517,2172,103
114517,2182,79
114518,2172,115
114518,2175,157
114518,2182,80
114520,2172,93
114520,2178,158
114524,2168,149
114524,2178,135
114525,2172,79
114525,2182,54
114526,2168,125
114526,2178,96
114527,2168,209
114527,2178,152
114529,2168,14
114529,2172,189
114529,2175,128
114529,2178,130
114529,2182,114
114530,2168,102
114530,2178,94
114531,2168,868
114531,2172,844
114531,2175,409
114531,2178,1604
114531,2182,966
114532,2172,136
114532,2182,146
114533,2168,79
114533,2178,93
114535,2172,200
114535,2178,112
114536,2172,145
114536,2182,154
114537,2168,1
114537,2172,79
114537,2178,111
114538,2168,110
114538,2178,85
114539,2172,107
114539,2182,124
114540,2168,146
114540,2182,103
114543,2172,66
114544,2168,60
114544,2178,53
114545,2172,26
114545,2182,43
114546,2168,1970
114546,2172,831
114546,2175,213
114546,2178,1752
114546,2182,741
114548,2168,1349
114548,2172,2029
114548,2175,167
114548,2178,1021
114548,2182,1694
114550,2172,113
114550,2182,114
114553,2172,197
114553,2182,193
114554,2172,82
114554,2182,113
114555,2168,511
114555,2172,705
114555,2175,290
114555,2178,518
114555,2182,1155
114559,2168,102
114559,2172,75
114559,2178,105
114559,2182,66
114561,2168,7
114561,2172,15
114561,2175,1
114561,2178,12
114561,2182,10
114562,2172,4
114562,2175,5
114562,2182,2
114563,2168,542
114563,2172,399
114563,2178,399
114563,2182,229
114564,2168,284
114564,2172,212
114564,2178,171
114564,2182,128
114565,2168,37
114565,2172,70
114565,2175,9
114565,2178,35
114565,2182,39
114568,2168,303
114568,2178,194
114569,2172,75
114569,2182,96
114571,2168,19
114574,2172,70
114574,2182,48
114575,2168,42
114577,2182,26
114578,2172,14
114584,2172,80
114584,2178,40
114585,2172,108
114585,2178,35
114587,2168,40
114587,2178,1
114587,2182,44
114591,2168,160
114591,2182,117
114592,2168,74
114592,2178,115
114593,2172,43
114593,2182,44
114594,2168,95
114596,2168,26
114596,2178,34
114597,2172,16
114597,2182,21
114602,2168,99
114602,2178,97
114603,2172,127
114603,2182,59
114605,2168,1
114609,2168,137
114609,2172,80
114609,2178,73
114609,2182,56
114610,2168,52
114611,2178,25
114612,2178,22
114613,2178,65
114615,2168,71
114615,2178,41
114616,2168,177
114616,2178,161
114617,2172,55
114617,2182,66
114618,2168,27
114620,2168,32
114621,2168,41
114621,2178,26
114622,2172,22
114622,2182,18
114626,2168,50
114626,2178,30
114627,2172,48
114627,2182,28
114628,2182,49
114629,2168,50
114632,2172,53
114633,2178,32
114635,2172,15
114635,2178,70
114635,2182,29
114649,2168,22
114649,2172,42
114649,2182,31
114650,2172,48
114651,2178,30
114652,2172,13
114652,2182,20
114653,2182,35
114654,2172,12
114654,2178,12
114657,2168,59
114657,2172,71
114657,2178,37
114657,2182,46
114658,2168,12
114658,2175,2
114658,2178,3
114659,2168,29
114659,2172,1
114659,2178,19
114659,2182,1
114663,2168,164
114663,2172,46
114663,2178,54
114663,2182,105
114665,2168,20
114665,2172,64
114666,2168,735
114666,2172,200
114666,2175,62
114666,2178,548
114666,2182,148
114667,2168,47
114667,2172,28
114667,2178,47
114667,2182,42
114669,2182,64
114695,2168,46
114695,2172,19
114695,2175,1
114695,2178,12
114695,2182,12
114702,2168,4671
114702,2172,2408
114702,2175,803
114702,2178,3014
114702,2182,2728
114705,2168,5585
114705,2172,2614
114705,2175,1149
114705,2178,3914
114705,2182,3020
114708,2168,1099
114708,2172,888
114708,2175,597
114708,2178,1676
114708,2182,751
114710,2168,16
114710,2178,1
114716,2168,1422
114716,2172,1244
114716,2178,1096
114716,2182,1233
114717,2168,314
114717,2172,182
114717,2178,195
114717,2182,157
114718,2172,4
114718,2175,2
114722,2172,23
114724,2168,101
114724,2178,138
114725,2168,98
114725,2178,147
114726,2172,92
114726,2182,105
114731,2182,87
114735,2172,58
114735,2182,108
114736,2168,102
114736,2178,114
114780,2175,597
114783,2168,173
114783,2178,116
114784,2172,99
114784,2182,103
114785,2172,96
114785,2182,102
114786,2172,161
114786,2182,140
114787,2172,104
114787,2182,112
114788,2168,78
114788,2178,65
114792,2168,5
114792,2172,24
114794,2168,57
114794,2178,76
114797,2168,110
114797,2178,95
114801,2168,103
114801,2178,68
114803,2168,41
114803,2178,141
114809,2172,174
114809,2182,160
114818,2168,19
114819,2168,1
114819,2172,2
114819,2178,3
114819,2182,3
114820,2168,103
114820,2178,68
114822,2168,58
114822,2178,72
114824,2172,59
114824,2182,61
114826,2168,93
114826,2178,73
114836,2168,108
114836,2178,73
114841,2168,62
114841,2178,94
114842,2168,33
114846,2172,104
114846,2182,108
114848,2172,35
114848,2182,42
114849,2172,60
114850,2168,52
114850,2178,73
114851,2178,15
114851,2182,87
114858,2168,1
114867,2168,5
114867,2178,6
114868,2172,7
114868,2182,4
114869,2168,206
114869,2172,167
114869,2178,213
114869,2182,164
114870,2168,176
114870,2172,124
114870,2175,2
114870,2178,167
114870,2182,123
114872,2168,30
114872,2178,5
114905,2168,12
114905,2172,6
114905,2178,11
114905,2182,6
114915,2168,1
114918,2168,2
114924,2168,374
114924,2172,242
114924,2178,338
114924,2182,274
114928,2178,1
114931,2182,1
114934,2182,7
114951,2172,23
114951,2178,1
114951,2182,19
114953,2172,22
114953,2182,22
114954,2168,1
114976,2172,17
114976,2182,8
115002,2172,16
115019,2182,1
115020,2182,1
115029,2168,6
115030,2172,1
115034,2172,2
115042,2172,2
115042,2178,1
115043,2168,20
115043,2172,8
115043,2175,61
115043,2178,6
115043,2182,6
115044,2178,4
115045,2182,1
115057,2172,311
115057,2182,242
115062,2182,2
115065,2168,24
115065,2178,2
115068,2182,2
115074,2168,69
115074,2172,32
115074,2178,54
115074,2182,36
115078,2172,172
115078,2182,224
115079,2168,862
115079,2172,765
115079,2175,581
115079,2178,928
115079,2182,725
115081,2168,483
115081,2172,719
115081,2178,382
115081,2182,668
115083,2168,198
115083,2172,267
115083,2178,195
115083,2182,298
115093,2168,110
115093,2172,110
115093,2178,100
115093,2182,84
115111,2172,105
115111,2182,110
115114,2168,326
115114,2178,279
115116,2168,79
115116,2172,254
115116,2178,241
115116,2182,454
115119,2168,401
115119,2178,273
115130,2168,451
115130,2178,1047
115135,2168,164
115135,2172,298
115135,2178,256
115135,2182,239
115136,2172,151
115136,2182,312
115137,2172,180
115137,2182,290
115139,2168,56
115140,2182,173
115141,2172,774
115141,2182,396
115142,2168,328
115142,2172,409
115142,2178,231
115142,2182,501
115143,2168,147
115143,2172,292
115143,2178,138
115143,2182,127
115146,2168,483
115146,2178,437
115147,2172,139
115147,2182,181
115148,2172,299
115148,2182,385
115152,2172,225
115152,2182,172
115153,2168,124
115153,2178,172
115156,2168,34
115156,2172,41
115156,2175,10
115156,2178,14
115156,2182,23
115157,2168,19
115157,2175,6
115157,2178,21
115159,2168,2
115159,2178,1
115160,2168,1657
115160,2172,1138
115160,2178,1398
115160,2182,958
115161,2168,167
115161,2172,183
115161,2175,18
115161,2178,163
115161,2182,176
115163,2168,190
115163,2178,88
115164,2168,160
115164,2178,61
115170,2172,48
115170,2182,55
115174,2172,48
115174,2182,39
115187,2168,7
115187,2172,5
115187,2178,5
115187,2182,4
115188,2172,1
115188,2178,1
115188,2182,1
115190,2168,5
115190,2172,5
115190,2178,6
115190,2182,7
115192,2168,9
115192,2172,11
115192,2178,7
115192,2182,8
115193,2168,1
115194,2168,1
115194,2172,2
115194,2178,1
115194,2182,1
115195,2168,11
115195,2172,10
115195,2178,7
115195,2182,8
115198,2168,3
115198,2172,1
115198,2178,2
115199,2168,1
115199,2172,2
115199,2178,4
115199,2182,2
115200,2168,4
115200,2172,2
115200,2178,2
115200,2182,2
115201,2168,18
115201,2172,9
115201,2178,8
115201,2182,7
115202,2168,8
115202,2172,7
115202,2178,6
115202,2182,4
115206,2172,1
115207,2168,9
115207,2172,8
115207,2178,9
115207,2182,8
115209,2168,5
115209,2172,6
115209,2178,6
115209,2182,6
115211,2168,2
115211,2172,2
115211,2178,3
115211,2182,2
115212,2168,10
115212,2172,7
115212,2178,9
115212,2182,8
115216,2168,5
115216,2172,3
115216,2178,1
115216,2182,1
115217,2168,12
115217,2172,7
115217,2178,5
115217,2182,7
115218,2168,9
115218,2172,1
115218,2178,4
115218,2182,1
115219,2168,10
115219,2172,11
115219,2178,11
115219,2182,7
115226,2168,2
115226,2172,2
115226,2178,2
115226,2182,1
115227,2168,1
115227,2172,2
115227,2178,1
115227,2182,3
115228,2168,4
115228,2172,2
115228,2178,2
115228,2182,2
115231,2168,1
115232,2168,1
115232,2172,1
115232,2178,1
115232,2182,2
115233,2168,5
115233,2178,1
115233,2182,1
115253,2172,44
115253,2182,28
115257,2172,36
115257,2182,32
115262,2168,8
115262,2178,36
115268,2168,3
115268,2172,2
115268,2178,3
115268,2182,3
115269,2168,4
115269,2178,2
115270,2168,6
115270,2172,7
115270,2178,8
115270,2182,9
115275,2168,6
115275,2172,2
115275,2178,2
115275,2182,2
115277,2182,1
115281,2168,4
115281,2172,2
115281,2178,3
115281,2182,4
115282,2168,5
115282,2172,1
115282,2178,3
115282,2182,2
115284,2168,2
115284,2172,1
115284,2182,1
115285,2168,1
115285,2172,1
115285,2178,1
115285,2182,1
115286,2168,3
115286,2172,3
115286,2178,4
115286,2182,3
115288,2168,5
115288,2172,4
115288,2178,8
115288,2182,5
115290,2168,3
115290,2172,2
115290,2178,3
115290,2182,2
115291,2168,6
115291,2172,6
115291,2178,7
115291,2182,10
115293,2168,1
115293,2172,2
115293,2178,1
115293,2182,1
115294,2168,2
115294,2172,2
115294,2178,1
115294,2182,1
115295,2168,4
115295,2172,6
115295,2178,3
115295,2182,7
115296,2168,1
115296,2172,1
115299,2168,1
115299,2172,1
115299,2178,2
115301,2172,23
115301,2182,25
115316,2168,4
115316,2172,2
115316,2178,5
115316,2182,5
115317,2168,1
115317,2172,1
115317,2178,1
115317,2182,1
115318,2168,5
115318,2172,4
115318,2178,5
115318,2182,5
115320,2178,3
115321,2168,2
115321,2172,2
115321,2178,4
115321,2182,5
115322,2168,5
115322,2172,6
115322,2178,7
115322,2182,6
115324,2168,1
115324,2172,2
115324,2178,1
115324,2182,1
115325,2168,6
115325,2172,5
115325,2178,7
115325,2182,5
115326,2168,2
115326,2172,6
115326,2178,2
115326,2182,3
115328,2168,8
115328,2172,1
115328,2178,2
115328,2182,4
115329,2168,1
115330,2168,7
115330,2172,6
115330,2178,6
115330,2182,4
115332,2168,4
115332,2178,1
115334,2168,3
115334,2172,2
115334,2178,2
115334,2182,1
115335,2168,3
115335,2172,1
115335,2178,5
115335,2182,1
115337,2178,1
115337,2182,2
115339,2168,5
115339,2172,2
115339,2178,2
115339,2182,1
115340,2168,4
115340,2172,2
115340,2178,2
115340,2182,2
115341,2168,6
115341,2172,5
115341,2178,1
115341,2182,1
115342,2172,94
115342,2182,62
115344,2168,10
115344,2178,10
115344,2182,7
115353,2172,2
115353,2178,4
115354,2168,3
115354,2172,3
115354,2178,4
115354,2182,5
115355,2168,4
115355,2172,4
115355,2178,5
115355,2182,3
115356,2168,2
115356,2172,2
115356,2178,2
115356,2182,1
115357,2168,4
115357,2172,3
115357,2178,4
115357,2182,3
115358,2168,7
115358,2172,4
115358,2178,5
115358,2182,5
115361,2168,8
115361,2172,10
115361,2178,5
115361,2182,3
115362,2168,6
115362,2172,4
115362,2178,4
115362,2182,6
115363,2168,15
115363,2172,7
115363,2178,7
115363,2182,4
115375,2178,1
115376,2168,8
115376,2172,4
115376,2178,4
115376,2182,4
115377,2168,3
115377,2172,2
115377,2178,1
115377,2182,1
115379,2168,2
115382,2168,7
115382,2178,1
115382,2182,5
115383,2168,7
115383,2172,4
115383,2178,4
115383,2182,3
115385,2168,2
115385,2172,1
115387,2168,3
115387,2172,4
115387,2178,1
115389,2172,1
115389,2178,1
115389,2182,1
115390,2168,3
115390,2172,7
115390,2178,2
115390,2182,2
115391,2168,3
115391,2172,1
115391,2178,1
115391,2182,2
115392,2168,3
115392,2172,3
115392,2178,3
115392,2182,1
115393,2168,1
115393,2172,1
115393,2178,3
115393,2182,2
115394,2168,6
115394,2172,3
115394,2178,5
115394,2182,4
115398,2178,29
115402,2168,161
115402,2172,98
115402,2178,148
115402,2182,131
115404,2168,46
115404,2178,33
115405,2172,49
115405,2182,33
115406,2168,357
115406,2172,268
115406,2178,278
115406,2182,264
115408,2168,47
115408,2178,33
115410,2172,141
115410,2182,84
115412,2172,67
115412,2182,102
115415,2168,999
115415,2175,166
115415,2178,1121
115416,2168,434
115416,2175,162
115416,2178,559
115417,2168,80
115417,2172,97
115417,2178,81
115417,2182,105
115424,2168,31
115424,2172,26
115424,2178,24
115424,2182,14
115425,2168,25
115425,2172,10
115425,2178,6
115425,2182,4
115429,2172,437
115429,2182,350
115433,2168,448
115433,2178,636
115435,2168,1
115435,2172,1
115435,2182,1
115438,2175,161
115448,2168,67
115448,2172,125
115448,2178,161
115449,2168,52
115449,2172,1
115449,2178,44
115449,2182,33
115450,2168,51
115451,2168,136
115451,2178,135
115452,2172,167
115452,2178,73
115452,2182,112
115459,2172,127
115459,2178,315
115459,2182,200
115460,2168,12
115460,2172,24
115460,2175,1
115460,2178,19
115460,2182,7
115464,2168,84
115464,2172,8
115464,2175,1
115464,2178,102
115464,2182,14
115465,2168,6
115465,2172,97
115465,2175,4
115465,2178,13
115465,2182,116
115467,2175,1
115484,2175,553
115486,2172,64
115486,2182,56
115488,2168,248
115488,2172,179
115488,2178,181
115489,2168,119
115489,2172,342
115489,2178,212
115489,2182,260
115490,2168,215
115490,2172,231
115490,2175,32
115490,2178,306
115490,2182,273
115493,2168,235
115493,2172,335
115493,2175,59
115493,2178,113
115493,2182,240
115494,2168,279
115494,2172,201
115494,2178,252
115494,2182,281
115497,2168,302
115497,2172,179
115497,2178,228
115497,2182,247
115498,2168,275
115498,2172,214
115498,2175,69
115498,2178,273
115498,2182,177
115499,2172,357
115499,2175,136
115500,2172,133
115501,2178,103
115502,2168,160
115503,2172,192
115503,2182,124
115506,2168,209
115506,2178,226
115507,2182,239
115508,2168,243
115508,2172,344
115508,2175,37
115508,2178,218
115508,2182,176
115509,2168,49
115511,2172,327
115511,2182,292
115512,2178,65
115513,2182,41
115514,2168,82
115517,2168,149
115517,2182,72
115521,2172,26
115524,2168,143
115526,2172,76
115526,2182,36
115528,2182,64
115529,2178,27
115530,2172,73
115530,2182,35
115532,2172,67
115533,2168,191
115533,2178,95
115535,2168,186
115535,2178,139
115538,2182,59
115543,2168,296
115543,2172,245
115543,2175,212
115543,2178,390
115543,2182,372
115544,2168,15
115544,2172,4
115544,2175,3
115544,2178,1
115545,2175,8
115546,2168,173
115546,2172,120
115546,2178,204
115546,2182,103
115547,2168,24
115547,2172,4
115547,2175,18
115547,2178,1
115551,2172,144
115561,2182,123
115566,2168,195
115568,2168,36
115571,2172,186
115571,2182,97
115575,2172,91
115575,2182,112
115576,2168,75
115577,2172,199
115577,2182,161
115579,2182,34
115581,2168,74
115581,2172,41
115581,2178,127
115584,2168,17
115585,2172,15
115587,2182,56
115588,2168,46
115588,2182,65
115591,2168,30
115591,2182,40
115592,2172,44
115593,2182,14
115594,2168,34
115594,2182,26
115595,2168,24
115596,2178,35
115597,2168,14
115599,2178,88
115601,2168,56
115601,2178,51
115602,2172,17
115602,2182,28
115607,2172,47
115617,2168,18
115617,2178,29
115618,2182,11
115619,2172,59
115623,2168,225
115623,2178,167
115625,2178,30
115626,2182,28
115628,2172,23
115632,2182,19
115639,2172,18
115640,2182,13
115643,2168,93
115646,2168,6
115646,2182,26
115647,2172,113
115650,2168,216
115650,2178,248
115651,2168,162
115651,2178,99
115652,2172,46
115655,2168,2
115657,2178,92
115658,2178,26
115659,2168,272
115659,2178,171
115666,2172,184
115666,2178,24
115666,2182,5
115667,2172,4
115667,2175,4
115668,2168,212
115668,2172,183
115668,2178,211
115668,2182,144
115669,2168,459
115669,2172,349
115669,2175,20
115669,2178,430
115669,2182,337
115671,2168,58
115671,2172,46
115671,2178,80
115671,2182,57
115699,2168,385
115699,2172,472
115699,2175,75
115699,2178,295
115699,2182,661
115704,2168,113
115705,2168,4
115705,2172,13
115705,2175,1
115705,2178,4
115705,2182,2
115712,2168,1468
115712,2178,1299
115713,2172,1580
115713,2182,2433
115714,2168,1669
115714,2178,1343
115715,2172,705
115715,2182,594
115716,2178,700
115717,2168,640
115717,2178,313
115718,2168,659
115718,2178,178
115719,2168,707
115721,2172,299
115721,2182,275
115722,2168,509
115722,2178,245
115723,2172,1303
115723,2182,356
115724,2172,312
115724,2182,180
115725,2168,195
115725,2172,100
115725,2178,130
115727,2168,102
115727,2172,18
115727,2178,71
115727,2182,18
115728,2168,77
115728,2178,59
115728,2182,139
115756,2178,62
115757,2172,86
115757,2182,68
115758,2175,207
115761,2172,27
115763,2168,15
115763,2178,3
115764,2182,23
115766,2168,71
115766,2178,30
115770,2172,90
115772,2168,200
115772,2178,119
115773,2172,37
115773,2182,27
115775,2168,29
115775,2172,2
115775,2178,3
115777,2172,60
115777,2178,41
115779,2168,56
115779,2178,65
115782,2172,4
115789,2182,116
115792,2175,72
115793,2182,110
115795,2168,88
115795,2178,72
115796,2168,75
115796,2178,72
115797,2175,80
115798,2168,81
115798,2178,69
115799,2172,64
115799,2182,74
115801,2168,67
115801,2178,66
115802,2168,75
115802,2178,73
115803,2172,82
115803,2182,77
115804,2168,75
115804,2175,71
115805,2182,117
115807,2172,54
115807,2182,63
115808,2175,79
115808,2178,82
115808,2182,103
115814,2172,65
115814,2182,73
115815,2168,92
115815,2172,53
115815,2178,73
115815,2182,15
115877,2168,71
115877,2172,92
115877,2178,91
115877,2182,88
115884,2168,58
115884,2178,58
115885,2172,13
115885,2182,22
115886,2182,11
115889,2168,5
115889,2178,14
115889,2182,5
115891,2172,118
115895,2168,41
115895,2172,48
115895,2178,68
115895,2182,50
115896,2168,104
115896,2178,150
115897,2172,46
115897,2182,47
115898,2168,56
115898,2178,46
115899,2172,29
115899,2182,44
115900,2168,34
115900,2178,47
115901,2172,21
115901,2182,47
115902,2168,36
115902,2178,43
115905,2172,47
115905,2182,38
116050,2168,30
116051,2168,281
116051,2178,259
116052,2168,72
116052,2178,60
116053,2168,338
116053,2178,103
116054,2168,104
116054,2178,27
116057,2168,68
116057,2178,51
116058,2168,48
116058,2178,59
116059,2172,34
116059,2182,40
116060,2172,9
116060,2182,13
116065,2168,139
116065,2172,150
116065,2175,25
116065,2178,167
116066,2168,98
116067,2168,16
116068,2182,322
116069,2182,23
116086,2175,85
116087,2175,17
116090,2175,18
116090,2178,115
116091,2175,5
116091,2178,79
116102,2168,141
116116,2168,410
116118,2172,222
116118,2175,66
116118,2178,269
116118,2182,218
116120,2168,514
116120,2172,478
116120,2175,111
116120,2178,310
116120,2182,409
116121,2168,281
116121,2172,171
116121,2178,155
116121,2182,126
116122,2168,170
116122,2172,338
116122,2178,170
116122,2182,227
116123,2168,254
116123,2172,165
116123,2175,48
116123,2178,178
116123,2182,147
116124,2168,171
116124,2172,152
116124,2178,117
116124,2182,139
116125,2168,43
116125,2172,59
116125,2178,41
116125,2182,49
116127,2168,88
116127,2172,104
116127,2178,63
116127,2182,67
116130,2168,440
116130,2172,323
116130,2178,286
116130,2182,257
116131,2168,78
116131,2172,76
116131,2178,43
116131,2182,33
116133,2168,38
116133,2172,18
116133,2178,20
116133,2182,25
116134,2168,49
116134,2172,27
116134,2178,13
116134,2182,16
116135,2168,53
116135,2172,40
116135,2178,25
116135,2182,25
116137,2168,14
116137,2172,10
116137,2178,9
116137,2182,10
116139,2168,1
116139,2182,1
116140,2168,3
116140,2172,2
116140,2178,1
116140,2182,4
116144,2168,49
116144,2178,33
116145,2172,43
116145,2182,21
116146,2168,51
116146,2172,58
116146,2178,36
116146,2182,52
116149,2182,47
116151,2168,26
116152,2172,47
116154,2168,285
116154,2175,67
116154,2178,179
116155,2172,101
116155,2182,127
116158,2168,56
116158,2178,52
116159,2182,56
116162,2168,33
116162,2178,28
116165,2168,23
116165,2172,24
116165,2178,17
116165,2182,27
116192,2168,5
116192,2172,9
116192,2178,2
116192,2182,5
116193,2168,279
116193,2172,267
116193,2178,164
116193,2182,263
116194,2168,118
116194,2172,124
116194,2178,103
116194,2182,80
116195,2168,4
116195,2172,9
116195,2175,1
116195,2178,4
116195,2182,5
116198,2168,1035
116198,2172,727
116198,2175,343
116198,2178,771
116198,2182,780
116199,2168,101
116199,2172,149
116199,2178,98
116199,2182,105
116202,2168,8
116202,2178,5
116203,2168,3
116203,2178,6
116207,2168,9
116207,2172,12
116207,2178,3
116207,2182,9
116208,2182,10
116211,2168,24
116211,2172,19
116211,2178,7
116211,2182,9
116213,2168,3
116213,2178,1
116214,2172,12
116216,2172,15
116233,2168,22
116233,2172,7
116233,2178,16
116233,2182,29
116241,2172,6
116261,2168,6
116262,2172,3
116262,2182,3
116265,2168,4
116265,2178,3
116265,2182,8
116270,2168,289
116270,2172,269
116270,2175,117
116270,2178,266
116270,2182,269
116274,2168,27
116274,2178,23
116276,2172,1380
116276,2178,1326
116277,2168,1461
116277,2182,1101
116280,2172,974
116280,2175,158
116280,2182,885
116281,2168,15
116281,2172,13
116281,2178,12
116281,2182,9
116282,2168,3
116282,2172,1
116284,2168,46
116284,2172,35
116284,2178,41
116284,2182,48
116286,2172,8
116286,2182,9
116314,2168,69
116314,2172,63
116314,2178,65
116314,2182,47
116315,2168,66
116315,2172,91
116315,2178,61
116315,2182,106
116321,2168,16
116321,2172,47
116321,2178,32
116321,2182,28
116322,2168,11
116322,2172,13
116322,2178,7
116322,2182,10
116324,2168,73
116324,2172,35
